"Gene","CBX4_Down"
"CKB",1.4373
"CKLF",0
"CKLF-CMTM1",0
"CKLF1",0
"CKM",0
"CKMT1A",0
"CKMT1B",0
"CKMT2",0
"CKS1B",-1.5724
"CKS1BP6",0
"CKS2",-1.5821
"CKTSF1B1",0
"CL25022",0
"clarp",0
"CLASP1",0
"CLASP2",0
"CLASP2",0
"CLASPIN",0
"CLAX",0
"CLC",0
"CLCA1",0
"CLCA2",1.5021
"CLCA3",0
"CLCA3P",0
"CLCA4",2.4919
"CLCC1",0
"CLCF1",0
"CLCN1",0
"CLCN2",0
"CLCN3",0
"CLCN3",0
"CLCN4",0
"CLCN5",0
"CLCN6",0
"CLCN7",0
"CLCNKA",0
"CLCNKB",0
"CLDN1",1.8917
"CLDN1",1.8917
"CLDN10",0
"CLDN11",0
"CLDN12",0
"CLDN12",0
"CLDN14",0
"CLDN15",0
"CLDN16",0
"CLDN17",1.6791
"CLDN18",0
"CLDN19",0
"CLDN2",0
"CLDN20",0
"CLDN22",0
"CLDN23",0
"CLDN25",0
"CLDN3",0
"CLDN3",0
"CLDN34",0
"CLDN4",0
"CLDN5",0
"CLDN6",0
"CLDN7",1.5312
"CLDN8",0
"CLDN9",0
"CLDND1",0
"CLDND2",0
"CLEC10A",0
"CLEC11A",0
"CLEC12A",0
"CLEC12B",0
"CLEC14A",0
"CLEC16A",0
"CLEC17A",0
"CLEC18A",0
"CLEC18B",1.7279
"CLEC18C",0
"CLEC1A",0
"CLEC1B",0
"CLEC2A",0
"CLEC2B",0
"CLEC2D",0
"CLEC2D",0
"CLEC2D",0
"CLEC2L",0
"CLEC3A",0
"CLEC3B",0
"CLEC4A",0
"CLEC4C",0
"CLEC4D",0
"CLEC4E",0
"CLEC4F",0
"CLEC4G",0
"CLEC4M",0
"CLEC4M",0
"CLEC5A",0
"CLEC6A",0
"CLEC7A",0
"CLEC9A",0
"CLECL1",0
"CLECSF5",0
"CLECSF6",0
"CLECSF9",0
"CLG01",0
"CLGN",0
"CLHC1",0
"CLIC1",0
"CLIC2",0
"CLIC3",2.0007
"CLIC4",1.4994
"CLIC5",0
"CLIC6",0
"CLINT1",1.5124
"CLIP1",1.4896
"CLIP2",0
"CLIP3",0
"CLIP4",0
"CLIPR-59",0
"CLK1",1.427
"CLK2",-1.4497
"CLK2P1",0
"CLK3",0
"CLK4",0
"CLLU1",0
"CLLU1OS",0
"CLMN",0
"CLMP",0
"CLN3",0
"CLN6",-1.4688
"CLN8",0
"CLNK",0
"CLNS1A",0
"CLOCK",0
"CLP1",0
"CLPB",-1.4893
"CLPP",0
"CLPS",0
"CLPSL1",0
"CLPSL2",0
"CLPTM1",0
"CLPTM1L",0
"CLPX",0
"CLRN1",0
"CLRN2",0
"CLRN3",0
"CLSP",0
"CLSPN",0
"CLST11240",0
"CLSTN1",0
"CLSTN2",0
"CLSTN3",0
"CLTA",0
"CLTB",1.4293
"CLTC",0
"CLTCL1",0
"CLU",1.4254
"CLUAP1",0
"CLUH",0
"CLUL1",0
"CLVS1",0
"CLVS2",0
"CLYBL",-1.446
"CMA1",0
"CMAH",0
"CMAR",0
"CMAS",0
"CMBL",0
"CMC1",0
"CMC2",0
"CMC4",0
"CMIP",0
"CMKLR1",0
"CML2",0
"CMPK1",0
"CMPK2",0
"CMRF35",0
"CMSS1",0
"CMTM1",0
"CMTM2",0
"CMTM3",0
"CMTM4",0
"CMTM5",0
"CMTM6",0
"CMTM7",2.9084
"CMTM8",0
"CMTR1",0
"CMTR2",0
"CMYA5",0
"CN294989",2.8782
"CN312045",0
"CNBD1",0
"CNBD2",0
"CNBP",0
"CNCG2",0
"CNDP1",0
"CNDP2",0
"CNDP2",0
"CNEP1R1",0
"CNFN",0
"CNGA1",0
"CNGA2",0
"CNGA3",0
"CNGA4",0
"CNGB1",0
"CNGB3",0
"CNIH1",0
"CNIH2",0
"CNIH3",0
"CNIH4",0
"CNKSR1",0
"CNKSR2",0
"CNKSR3",0
"CNN1",0
"CNN2",0
"CNN3",0
"CNNM1",0
"CNNM2",0
"CNNM3",-1.4494
"CNNM4",0
"CNOT1",0
"CNOT1",0
"CNOT10",0
"CNOT11",0
"CNOT2",0
"CNOT2",0
"CNOT3",0
"CNOT4",0
"CNOT4",0
"CNOT6",0
"CNOT6",0
"CNOT6L",0
"CNOT7",0
"CNOT8",0
"CNOT9",0
"CNP",0
"CNPPD1",0
"CNPY1",0
"CNPY2",0
"CNPY3",0
"CNPY4",0
"CNR1",0
"CNR1",0
"CNR2",0
"CNRIP1",0
"CNST",0
"CNT3",0
"CNTD1",0
"CNTD2",0
"CNTF",0
"CNTFR",0
"CNTLN",0
"CNTN1",0
"CNTN2",0
"CNTN3",0
"CNTN4",0
"CNTN5",0
"CNTN6",0
"CNT0.0P1",0
"CNT0.0P2",0
"CNT0.0P3",0
"CNT0.0P3B",0
"CNT0.0P4",0
"CNT0.0P5",0
"CNTRL",0
"CNTROB",0
"COA1",0
"COA3",0
"COA4",0
"COA5",0
"COA6",0
"COA7",0
"COASY",0
"COBL",0
"COBL",0
"COBLL1",0
"COBLL1",0
"COBRA1",0
"COCH",0
"COCH",0
"COG1",0
"COG2",1.6074
"COG2",1.6074
"COG3",1.6333
"COG4",0
"COG5",0
"COG6",0
"COG7",0
"COG8",0
"COIL",0
"COL10A1",0
"COL11A1",-1.6482
"COL11A2",0
"COL12A1",0
"COL13A1",-1.4507
"COL14A1",0
"COL14A1",0
"COL15A1",0
"COL16A1",0
"COL17A1",0
"COL18A1",0
"COL19A1",0
"COL1A1",1.4248
"COL1A2",0
"COL20A1",0
"COL21A1",0
"COL22A1",0
"COL23A1",0
"COL24A1",0
"COL25A1",0
"COL26A1",0
"COL27A1",1.7272
"COL28A1",0
"COL2A1",0
"COL3A1",0
"COL3A1",0
"COL4A1",0
"COL4A2",0
"COL4A3",0
"COL4A3BP",0
"COL4A4",0
"COL4A5",1.4911
"COL4A5",1.4911
"COL4A6",0
"COL4A6",0
"COL5A1",0
"COL5A1",0
"COL5A2",0
"COL5A3",0
"COL6A1",0
"COL6A2",0
"COL6A3",0
"COL6A6",0
"COL7A1",0
"COL8A1",0
"COL8A2",0
"COL9A1",0
"COL9A2",0
"COL9A3",0
"COLCA2",0
"COLEC10",0
"COLEC11",0
"COLEC12",0
"COLGALT1",0
"COLGALT2",0
"COLQ",0
"COM1",0
"COMMD1",0
"COMMD10",0
"COMMD2",0
"COMMD3",0
"COMMD4",0
"COMMD5",0
"COMMD6",0
"COMMD7",0
"COMMD7",0
"COMMD8",0
"COMMD9",0
"COMP",0
"COMP",0
"COMT",0
"COMTD1",0
"COPA",0
"COPA",0
"COPB1",0
"COPB2",0
"COPE",0
"COPG",0
"COPG1",0
"COPG2",0
"COPRS",0
"COPS2",0
"COPS3",0
"COPS4",0
"COPS4",0
"COPS5",0
"COPS6",0
"COPS7A",0
"COPS7B",0
"COPS8",0
"COPS9",0
"COPZ1",0
"COPZ2",0
"COQ10A",0
"COQ10B",0
"COQ10B",0
"COQ2",0
"COQ3",-1.4642
"COQ4",0
"COQ5",0
"COQ6",0
"COQ7",0
"COQ7",0
"COQ8A",0
"COQ8B",0
"COQ9",0
"CORIN",0
"CORO1A",0
"CORO1B",0
"CORO1C",0
"CORO1C",0
"CORO2A",0
"CORO2B",0
"CORO6",0
"CORO7",0
"CORT",0
"COTL1",0
"COVA1",0
"COVA1",0
"COX1",0
"COX10",0
"COX11",0
"COX14",0
"COX15",0
"COX15",0
"COX16",0
"COX17",0
"COX18",0
"COX18",0
"COX19",0
"COX2",0
"COX20",0
"COX4I1",0
"COX4I1",0
"COX4I2",0
"COX5A",0
"COX5A",0
"COX5B",0
"COX6A1",0
"COX6A2",0
"COX6B1",0
"COX6B2",0
"COX6C",0
"COX7A1",1.8577
"COX7A2",0
"COX7A2L",0
"COX7B",0
"COX7B",0
"COX7B2",0
"COX7C",0
"COX8A",0
"COX8C",0
"CP",0
"CP110",-1.6838
"CPA1",0
"CPA2",0
"CPA3",0
"CPA4",1.6062
"CPA5",0
"CPA6",0
"CPA6",0
"CPAH",0
"CPAMD8",0
"CPAP",0
"CPB1",0
"CPB2",0
"CPD",0
"CPE",1.4973
"CPEB1",0
"CPEB2",0
"CPEB2",0
"CPEB3",0
"CPEB4",0
"CPED1",0
"CPF",0
"cPLA2",0
"cPLA2 gamma",0
"CPLX1",0
"CPLX2",0
"CPLX3",0
"CPLX4",0
"CPM",1.5563
"CPN1",0
"CPN2",0
"CPNE1",0
"CPNE2",0
"CPNE3",0
"CPNE4",0
"CPNE5",0
"CPNE6",0
"CPNE6",0
"CPNE7",0
"CPNE8",0
"CPNE8",0
"CPNE9",0
"CPO",0
"CPOX",0
"CPPED1",0
"CPQ",0
"CPR2",0
"CPR8",0
"CPS1",0
"CPSF1",0
"CPSF2",0
"CPSF3",0
"CPSF3L",0
"CPSF3L",0
"CPSF4",0
"CPSF4L",0
"CPSF6",0
"CPSF7",0
"CPT1A",0
"CPT1B",0
"CPT1C",0
"CPT2",0
"CPTP",0
"CPVL",0
"CPX-1",0
"CPXCR1",0
"CPXM1",0
"CPXM2",0
"CPZ",0
"CR1",0
"CR1L",0
"CR2",0
"CR590573",1.5356
"CR592318",-1.6167
"CR597260",0
"CR601260",0
"CR602022",0
"CR602075",-1.4192
"CR603951",2.9413
"CR609843",0
"CR609948",-1.4734
"CR610181",2.4217
"CR610211",0
"CR611122",-1.4619
"CR611332",-1.664
"CR617556",0
"CR622072",0
"CR624517",1.9155
"CR626729",0
"CR749547",2.9575
"CR749652",-1.6167
"CRABP1",0
"CRABP2",1.6409
"CRACR2A",0
"CRACR2B",0
"CRADD",0
"CRAM-A",0
"CRAMP1",0
"CRAMP1L",0
"CRAMP1L",0
"CRARF",0
"CRAT",0
"CRB1",0
"CRB2",0
"CRB3",0
"CRBN",0
"CRCP",0
"CRCT1",1.7475
"CRCT1",1.7475
"Creb-rp",0
"CREB1",0
"CREB1",0
"CREB3",0
"CREB3L1",0
"CREB3L2",0
"CREB3L3",0
"CREB3L3",0
"CREB3L4",0
"CREB5",0
"CREB5",0
"CREBBP",0
"CREBBP",0
"CREBL1",0
"CREBL2",0
"CREBL2",0
"CREBRF",0
"CREBZF",0
"CREG1",0
"CREG2",0
"CRELD2",0
"CREM",0
"CREM",0
"CRH",0
"CRH2R",0
"CRHBP",0
"CRHR1",0
"CRHR1-IT1-CRHR1",0
"CRHR2",0
"CRHSP-24",0
"CRIM1",0
"CRIP1",0
"CRIP2",0
"CRIP3",0
"CRIPAK",0
"CRIPT",0
"CRISP-1delta",0
"CRISP1",0
"CRISP2",0
"CRISP3",0
"CRISPLD1",0
"CRISPLD2",0
"CRISPLD2",0
"CRISPLD2",0
"CRK",0
"CRKL",0
"CrkRS",0
"CRKRS",0
"CRLF1",0
"CRLF2",0
"CRLF3",0
"CRLS1",0
"CRMP1",0
"CRNDE",0
"CRNKL1",0
"CRNN",4.3347
"CROCC",0
"CROT",1.6251
"CRP",0
"CRR9",0
"CRSP2",0
"CRSP2",0
"CRSP3",0
"CRSP3",0
"CRSP6",0
"CRSP6",0
"CRSP7",0
"CRSP7",0
"CRSP8",0
"CRSP9",0
"CRTAC1",0
"CRTAM",1.4975
"CRTAP",0
"CRTC1",0
"CRTC1",0
"CRTC2",0
"CRTC2",0
"CRTC3",0
"CRTM",0
"CRX",0
"CRY1",0
"CRY1",0
"CRY2",0
"CRY2",0
"CRY2",0
"CRYAA",0
"CRYAB",0
"CRYBA1",0
"CRYBA2",1.4205
"CRYBA4",0
"CRYBB1",0
"CRYBB2",0
"CRYBB2P1",0
"CRYBB3",0
"CRYGA",0
"CRYGB",0
"CRYGC",0
"CRYGD",0
"CRYGD",0
"CRYGN",0
"CRYGS",1.4791
"CRYL1",0
"CRYM",0
"CRYZ",0
"CRYZL1",0
"CS",0
"CS-1",0
"CS2",0
"CSAD",0
"CSAG1",0
"CSAG3",0
"CSBP",0
"CSDA",0
"CSDC2",0
"CSDC2",0
"CSDE1",0
"CSDUFD1",0
"CSE1",0
"CSE1L",0
"CSF1",0
"CSF1R",0
"CSF2",1.8867
"CSF2RA",0
"CSF2RA",0
"CSF2RB",0
"CSF3",0
"CSF3R",0
"CSGAL0.0CT1",1.453
"CSGAL0.0CT2",0
"CSH1",0
"CSH2",0
"CSHL1",0
"CSK",0
"CSL4",0
"CSMD1",0
"CSMD2",0
"CSMD3",0
"CSN1",0
"CSN10",0
"CSN1S1",0
"CSN2",0
"CSN3",0
"CSNK1A1",1.4145
"CSNK1A1",1.4145
"CSNK1A1L",0
"CSNK1D",0
"CSNK1D",0
"CSNK1E",0
"CSNK1E",0
"CSNK1G1",0
"CSNK1G1",0
"CSNK1G1L",0
"CSNK1G2",0
"CSNK1G2",0
"CSNK1G3",0
"CSNK2A1",0
"CSNK2A2",0
"CSNK2B",0
"CSPG2",0
"CSPG4",0
"CSPG4P1Y",0
"CSPG5",0
"CSPP1",0
"CSR1",0
"CSR2",0
"CSRNP1",0
"CSRNP2",0
"CSRNP3",0
"CSRP1",0
"CSRP2",0
"CSRP3",0
"CST1",0
"CST11",0
"CST2",0
"CST3",0
"CST4",0
"CST5",0
"CST6",3.5799
"CST7",0
"CST8",0
"CST9",0
"CST9L",0
"CSTA",0
"CSTB",0
"CSTF1",0
"CSTF2",0
"CSTF2T",0
"CSTF3",0
"CSTL1",0
"CSX",0
"CT45A1",0
"CT45A2",0
"CT45A3",0
"CT45A5",0
"CT47A10",0
"CT47A11",0
"CT47B1",0
"CT55",0
"CT62",0
"CT83",0
"CTAG1B",0
"CTAG2",0
"CTAGE-1",0
"CTAGE1",0
"CTAGE15",0
"CTAGE4",1.4788
"CTAGE5",1.5151
"CTAGE6",0
"CTAGE9",0
"CTBP1",0
"CTBP1",0
"CTBP2",0
"CTBS",0
"CTBS",0
"CTC1",0
"CTCF",-1.574
"CTCF",-1.574
"CTCFL",0
"CTD6",0
"CTDNEP1",0
"CTDP1",0
"CTDSP1",-1.4213
"CTDSP1",-1.4213
"CTDSP2",0
"CTDSPL",0
"CTDSPL",0
"CTDSPL2",-1.584
"CTF1",0
"CTG26",0
"CTGF",1.4816
"CTGLF4",0
"CTGLF4",0
"CTGLF5",0
"CTH",0
"CTHRC1",0
"CTIF",0
"CTLA-4",0
"CTLA4",0
"CTLA8",0
"CTN0.01",0
"CTN0.02",0
"CTN0.03",0
"CTN0.0L1",0
"CTNNB1",1.5499
"CTNNB1",1.5499
"CTNNBIP1",0
"CTNNBL1",0
"CTNND1",0
"CTNND1",0
"CTNND2",0
"CTNND2",0
"CTNS",0
"CTPS",0
"CTPS1",0
"CTPS2",0
"CTR9",0
"CTRB2",0
"CTRC",0
"CTRL",-1.514
"CTRP2",0
"CTRP3",0
"CTRP4",0
"CTRP5",0
"CTRP6",0
"CTRP7",0
"CTSA",0
"CTSB",0
"CTSB",0
"CTSB",0
"CTSC",0
"CTSC",0
"CTSD",0
"CTSE",0
"CTSF",0
"CTSG",0
"CTSH",0
"CTSK",1.4454
"CTSL",0
"CTSL2",1.6088
"CTSL3P",0
"CTSO",0
"CTSS",0
"CTSS",0
"CTSU",0
"CTSV",0
"CTSW",0
"CTSZ",0
"CTTN",0
"CTTNBP2",0
"CTTNBP2NL",0
"CTU1",0
"CTU2",-1.4433
"CTXL",0
"CTXN1",0
"CTXN2",0
"CTXN3",0
"CU677925",-1.4263
"CU678505",-1.4869
"CU678563",-1.6256
"CU680663",-1.4487
"CU686711",-1.5781
"CU687247",-1.4389
"CU690321",1.4185
"CU692129",0
"CUBN",0
"CUEDC1",0
"CUEDC2",0
"CUEDC2",0
"CUGBP1",0
"CUGBP1",0
"CUL1",0
"CUL2",0
"CUL3",0
"CUL4A",0
"CUL4B",0
"CUL5",0
"CUL7",0
"CUL9",0
"CUTA",0
"CUTC",0
"CUTL1",0
"CUTL1",0
"CUTL2",0
"CUX1",1.4689
"CUX2",0
"CUZD1",0
"CV800149",0
"CWC15",0
"CWC22",0
"CWC25",0
"CWC27",0
"CWF19L1",0
"CWF19L2",0
"CWH43",2.2597
"CX164944",0
"CX165016",1.6088
"CX36",0
"CX3CL1",0
"CX3CL1",0
"CX3CL1",0
"CX3CR1",0
"CX46.6",0
"CX783461",1.5424
"CXADR",1.5262
"CXADRP2",0
"CXADRP3",0
"CXCL1",1.4977
"CXCL10",0
"CXCL11",1.4582
"CXCL11",1.4582
"CXCL12",0
"CXCL13",0
"CXCL14",2.3301
"CXCL16",0
"CXCL17",0
"CXCL2",1.6661
"CXCL2",1.6661
"CXCL3",1.9242
"CXCL5",0
"CXCL5",0
"CXCL6",1.9538
"CXCL8",0
"CXCL9",0
"CXCR1",0
"CXCR2",0
"CXCR3",-2.0095
"CXCR4",0
"CXCR5",0
"CXCR6",0
"CXCR7",1.5499
"CXORF1",0
"CXORF2",0
"CXorf21",0
"CXorf23",0
"CXorf34",0
"CXorf36",0
"CXorf38",0
"CXorf38",0
"CXorf40A",0
"CXorf40B",0
"CXorf43",0
"CXorf45",0
"CXorf56",0
"CXorf57",-1.8214
"CXorf58",0
"CXorf6",0
"CXorf61",-1.6546
"CXorf65",0
"CXorf66",0
"CXorf67",0
"CXXC1",0
"CXXC1P1",0
"CXXC4",0
"CXXC5",0
"CXXC5",0
"CXYorf2",0
"CYB5",0
"CYB561",0
"CYB561",0
"CYB561",0
"CYB561A3",0
"CYB561D1",0
"CYB561D2",0
"CYB5A",0
"CYB5B",0
"CYB5D1",0
"CYB5D2",0
"CYB5D2",0
"CYB5R1",0
"CYB5R2",0
"CYB5R3",0
"CYB5R4",0
"CYB5RL",0
"CYBA",1.502
"CYBASC3",0
"CYBB",0
"CYBRD1",1.6683
"CYBRD1",1.6683
"CYC1",0
"CYCL",0
"CYCS",0
"CYFIP1",0
"CYFIP2",0
"CYFIP2",0
"CYGB",1.7853
"CYHR1",0
"CYHR1",0
"CYLC1",0
"CYLC2",0
"CYLD",0
"CYLN2",0
"CYP-33",0
"CYP 2C",0
"CYP11A1",0
"CYP11B1",0
"CYP11B2",0
"CYP17A1",-1.7932
"CYP19A1",0
"CYP1A1",0
"CYP1A2",0
"CYP1B1",0
"CYP20A1",0
"CYP21",0
"CYP21A2",0
"CYP24",0
"CYP24A1",1.4948
"CYP26A1",0
"CYP26B1",0
"CYP26B1",0
"CYP26C1",0
"CYP27A1",0
"CYP27B1",0
"CYP27C1",0
"CYP2A13",0
"CYP2A6",0
"CYP2A7",0
"CYP2A7PC",0
"CYP2A7PT",0
"CYP2B",0
"CYP2B6",-1.7835
"CYP2C",0
"CYP2C18",0
"CYP2C19",0
"CYP2C8",0
"CYP2C9",0
"CYP2D6",0
"CYP2E1",0
"CYP2F1",0
"CYP2J2",0
"CYP2R1",0
"CYP2S1",0
"CYP2U1",0
"CYP2W1",0
"CYP39A1",0
"CYP3A3",0
"CYP3A4",0
"CYP3A43",0
"CYP3A5",0
"CYP3A7",1.4335
"CYP46",0
"CYP46A1",0
"CYP4A11",0
"CYP4A22",0
"CYP4B1",1.6878
"CYP4F11",0
"CYP4F12",0
"CYP4F2",0
"CYP4F22",1.4758
"CYP4F3",0
"CYP4F30P",0
"CYP4F8",0
"CYP4V2",0
"CYP4V2",0
"CYP4X1",0
"CYP4Z1",0
"CYP51A1",0
"CYP7A1",0
"CYP7B1",0
"CYP8A1",0
"CYP8B1",0
"CYR61",1.6346
"CYR61",1.6346
"CYR61",1.6346
"CYS1",0
"CYSLT1",0
"CYSLTR1",0
"CYSLTR2",0
"CYSRT1",0
"CYSTM1",0
"CYTB",0
"CYTH1",0
"CYTH2",0
"CYTH3",0
"CYTH4",0
"CYTIP",0
"CYTL1",0
"CYYR1",0
"CYYR1",0
"D1S155E",0
"D2 dopamine receptor",0
"D21S2056E",0
"D21S2056E",0
"D2HGDH",0
"D4S234E",0
"D6S49E",0
"D6S51E",0
"DA093175",4.1143
"DA116424",2.7879
"DA240028",1.932
"DAAM1",0
"DAAM2",0
"DAB1",0
"DAB2",0
"DAB2IP",0
"DACH1",0
"DACH2",0
"DACT1",0
"DACT1",0
"DACT2",0
"DACT3",0
"DAD1",0
"DAGK1",0
"DAGLA",0
"DAGLB",0
"DAK",0
"DALRD3",0
"DAMS",0
"DAND5",0
"DANT2",0
"DAO",0
"DAOA",0
"DAP",0
"DAP3",0
"DAP4",0
"DAPK1",0
"DAPK1",0
"DAPK2",0
"DAPK3",0
"DAPL1",1.4099
"DAPP1",1.5748
"DARS",0
"DARS2",0
"DATF1",0
"DAW1",0
"DAXX",0
"DAZ",0
"DAZ1",0
"DAZ2",0
"DAZ3",0
"DAZ4",0
"DAZAP1",0
"DAZAP2",0
"DAZL",0
"db",0
"DB111455",4.0536
"DB524600",0
"DBC2",0
"DBF4",-1.551
"DBF4B",0
"DBH",0
"DBI",0
"DBN1",0
"DBN1",0
"DBNDD1",0
"DBNDD2",0
"DBNL",0
"DBP",-1.4377
"DBP-5",0
"DBR1",0
"DBT",0
"DBT",0
"DBT",0
"DBX1",0
"DBX2",0
"DC1",0
"DC10",0
"DC11",0
"DC13",0
"DC2",0
"DC3",0
"DC42",0
"DC50",0
"DC6",0
"DC8",0
"DC9",0
"DCAF1",0
"DCAF10",0
"DCAF11",0
"DCAF12",0
"DCAF12L1",0
"DCAF12L2",0
"DCAF13",0
"DCAF15",-1.4369
"DCAF16",0
"DCAF17",0
"DCAF4",0
"DCAF4L1",0
"DCAF4L2",0
"DCAF5",0
"DCAF6",0
"DCAF7",0
"DCAF8",0
"DCAF8L1",0
"DCAF8L2",0
"DCAKD",0
"DCANP1",0
"DCBLD1",0
"DCBLD1",0
"DCBLD2",1.6678
"DCC",0
"DCC1",0
"DCD",0
"DCDC1",0
"DCDC2",0
"DCDC2B",0
"DCHS1",0
"DCHS2",0
"DCK",0
"DCK",0
"DCLK2",0
"DCLK3",0
"DCLRE1A",-1.4214
"DCLRE1B",-1.6744
"DCLRE1C",0
"DCLRE1C",0
"DCN",0
"DCP1B",0
"DCP2",0
"DCPS",0
"DcR1",0
"DCST1",0
"DCST2",0
"DCSTAMP",0
"DCT",0
"DCTD",0
"DCTN1",0
"DCTN2",0
"DCTN3",0
"DCTN4",0
"DCTN5",0
"DCTN6",0
"DCTPP1",0
"DCUN1D1",0
"DCUN1D2",0
"DCUN1D3",1.4101
"DCUN1D4",0
"DCUN1D5",0
"DCX",0
"DCXR",0
"DD96",0
"DDA1",0
"DDAH1",0
"DDAH2",1.4488
"DDB1",0
"DDB2",0
"DDB27",0
"DDC",0
"DDC-AS1",0
"DDEF1IT1",3.3156
"DDEF2",0
"DDHD1",0
"DDHD2",0
"DDHD2",0
"DDI1",0
"DDI2",0
"DDIAS",0
"DDIT3",-1.4896
"DDIT4",0
"DDIT4L",0
"DDN",0
"DDO",0
"DDOST",0
"DDR1",0
"DDR2",0
"DDRGK1",0
"DDT",0
"DDTL",0
"DDX1",0
"DDX10",0
"DDX11",-1.632
"DDX11",-1.632
"DDX17",0
"DDX17",0
"DDX18",0
"DDX19A",0
"DDX19B",0
"DDX20",0
"DDX21",-1.4216
"DDX21",-1.4216
"DDX23",0
"DDX24",1.4525
"DDX25",0
"DDX26",0
"DDX26B",0
"DDX27",0
"DDX28",0
"DDX3",0
"DDX31",0
"DDX39",-1.5067
"DDX39A",0
"DDX39B",0
"DDX3X",0
"DDX3Y",0
"DDX4",0
"DDX41",0
"DDX42",0
"DDX43",0
"DDX46",0
"DDX47",0
"DDX49",0
"DDX5",0
"DDX50",0
"DDX51",0
"DDX52",0
"DDX52",0
"DDX52",0
"DDX53",-1.9143
"DDX54",-1.4007
"DDX54",-1.4007
"DDX55",0
"DDX56",0
"DDX58",0
"DDX59",0
"DDX6",0
"DDX60",1.5673
"DDX60L",1.7125
"DDX7",0
"DDXBP1",0
"DEAF1",0
"DEAF1",0
"43070.0000",0
"DECR1",0
"DECR2",0
"DEDD",0
"DEDD2",0
"DEF6",0
"DEF8",0
"DEFA1",0
"DEFA1B",0
"DEFA4",0
"DEFA5",0
"DEFA6",0
"DEFB1",2.1634
"DEFB103A",2.1005
"DEFB103B",0
"DEFB104A",0
"DEFB104B",0
"DEFB105A",0
"DEFB105B",0
"DEFB106A",0
"DEFB106B",0
"DEFB107A",0
"DEFB108B",0
"DEFB109P1B",0
"DEFB110",0
"DEFB112",0
"DEFB113",0
"DEFB114",0
"DEFB115",0
"DEFB116",0
"DEFB118",0
"DEFB119",0
"DEFB121",0
"DEFB123",0
"DEFB124",0
"DEFB125",0
"DEFB126",0
"DEFB126",0
"DEFB127",0
"DEFB128",0
"DEFB129",0
"DEFB130",0
"DEFB131",0
"DEFB132",0
"DEFB133",0
"DEFB134",0
"DEFB135",0
"DEFB136",0
"DEFB2",0
"DEFB4",1.8993
"DEFB4A",0
"DEFB4B",0
"DEFT1P",0
"DEGS",0
"DEGS1",0
"DEGS2",0
"DEK",-1.4364
"DelGEF",0
"DELGEF",0
"DENND1A",0
"DENND1A",0
"DENND1A",0
"DENND1B",2.2195
"DENND1C",0
"DENND2A",0
"DENND2C",1.4685
"DENND2C",1.4685
"DENND2C",1.4685
"DENND2D",0
"DENND2D",0
"DENND3",0
"DENND4A",0
"DENND4A",0
"DENND4A",0
"DENND4B",0
"DENND4C",0
"DENND5A",0
"DENND5B",-1.606
"DENND6A",0
"DENND6B",0
"DENR",0
"DENR",0
"DEPDC1",-1.4897
"DEPDC1",-1.4897
"DEPDC1B",-1.472
"DEPDC4",-1.5234
"DEPDC5",0
"DEPDC7",0
"DEPTOR",0
"DERA",0
"DERL1",1.4506
"DERL2",0
"DERL3",0
"DES",0
"DESC1",0
"DESI1",0
"DESI2",0
"DET1",0
"DEUP1",0
"DEXI",0
"DFF35",0
"DFFA",0
"DFFB",0
"DF0.05",0
"DFNB31",0
"DFNB59",0
"DGAT1",0
"DGAT2",1.6417
"DGAT2L6",0
"DGCR14",0
"DGCR2",0
"DGCR6",0
"DGCR6L",0
"DGCR8",1.7661
"DGCR8",1.7661
"DGKA",0
"DGKA",0
"DGKB",0
"DGKD",0
"DGKE",0
"DGKG",0
"DGKH",0
"DGKI",0
"DGKK",0
"DGKQ",0
"DGKZ",0
"DGUOK",0
"DHCR24",0
"DHCR7",0
"DHDDS",0
"DHDH",0
"DHFR",-1.6777
"DHFR2",0
"DHFRL1",-1.4714
"DHFRP1",0
"DHH",0
"DHODH",0
"DHPS",0
"DHRS1",0
"DHRS1",0
"DHRS11",0
"DHRS12",0
"DHRS13",-1.8054
"DHRS2",1.7331
"DHRS2",1.7331
"DHRS3",1.6997
"DHRS4",0
"DHRS4L2",0
"DHRS7",0
"DHRS7B",0
"DHRS7B",0
"DHRS7B",0
"DHRS7C",0
"DHRS9",1.6541
"DHRSX",0
"DHTKD1",-1.5952
"DHX15",0
"DHX16",0
"DHX29",1.4161
"DHX30",0
"DHX32",0
"DHX33",0
"DHX34",0
"DHX35",0
"DHX36",0
"DHX37",0
"DHX38",0
"DHX40",0
"DHX57",0
"DHX58",0
"DHX8",0
"DHX9",0
"DIABLO",0
"DIAPH1",0
"DIAPH2",0
"DIAPH2-AS1",0
"DIAPH3",0
"DIAPH3",0
"DIAPH3",0
"DICER1",0
"DICER1",0
"DIDO1",1.4174
"DIEXF",0
"DIF14",0
"Diff33",0
"DIMT1",0
"DIMT1L",-1.679
"DINB1",0
"DIO1",0
"DIO2",0
"DIO3",0
"DIP",0
"DIP",0
"DIP13B",0
"DIP2A",0
"DIP2A",0
"DIP2B",1.6953
"DIP2C",0
"DIRAS1",0
"DIRAS2",0
"DIRAS3",0
"DIRC1",0
"DIRC2",0
"DIS3",0
"DIS3L",0
"DIS3L2",0
"DISC1",0
"DISC1",0
"DISP1",0
"DISP2",0
"DISP3",0
"DIXDC1",1.4288
"DJ031130",0
"DJ102H19.4",0
