"Gene","GRHL2"
"EDAR",0
"EDARADD",0
"EDC3",0
"EDC4",0
"EDD",0
"EDDM3A",0
"EDDM3B",0
"EDEM1",0.9265
"EDEM1",-0.0728
"EDEM2",0
"EDEM3",0
"EDF1",0.1429
"EDG1",-0.2475
"EDG3",0
"EDG4",-0.1052
"EDG5",0
"EDG6",0
"EDG7",1.9445
"EDG7",-0.2245
"EDG7",0.8102
"EDG8",-0.3247
"EDG8",-0.619
"EDIL3",0
"EDN1",-0.0716
"EDN2",-0.0959
"EDN3",0
"EDNRA",0.0383
"EDNRA",-0.3269
"EDNRB",0
"EDR1",0
"EDRF1",0
"EEA1",0.0651
"EEA1",-0.3074
"EED",-0.3195
"EEF1A1",0
"EEF1A1L14",0
"EEF1A2",0
"EEF1AKMT1",0
"EEF1B2",0
"EEF1D",-0.1111
"EEF1D",-0.0911
"EEF1E1",4e-04
"EEF1G",0
"EEF2",0.096
"EEF2K",0
"EEF2KMT",0
"EEFSEC",0
"EEN-B2-L4",0
"EEPD1",0
"EFCAB1",0
"EFCAB10",0
"EFCAB11",0
"EFCAB12",0
"EFCAB13",0
"EFCAB14",0
"EFCAB2",0
"EFCAB3",0
"EFCAB6",0
"EFCAB7",0
"EFCAB9",0
"EFCC1",0
"EFEMP1",-0.1822
"EFEMP2",0
"EFHA1",0.1014
"EFHB",0
"EFHC1",0.3825
"EFHC2",0
"EFHD1",0
"EFHD2",-0.4489
"EFHD2",-0.6575
"EFL1",0
"EF0.01",-0.4042
"EF0.01",3.1977
"EF0.02",-0.1457
"EF0.03",-0.4113
"EF0.04",0
"EF0.05",-0.4025
"EF0.05",-0.4281
"EFNB1",-0.4724
"EFNB2",-0.4496
"EFNB2",-0.2108
"EFNB3",0
"EFR3A",0
"EFR3B",0
"EFS",-0.5812
"EFTUD2",0
"EGF",-0.4281
"EGFL6",0
"EGFL7",0.7614
"EGFL8",0
"EGFLAM",0
"EGFR",0
"EGLN1",0.4186
"EGLN1",-1.4098
"EGLN2",0
"EGLN3",0.0969
"EGR1",2.4646
"EGR2",-0.0336
"EGR3",0.1313
"EGR4",0.0778
"EHBP1",0
"EHBP1L1",0
"EHD1",-0.4673
"EHD2",0
"EHD3",-0.5389
"EHD4",1.0484
"EHF",-0.1415
"EHHADH",0
"EHM2",0
"EHMT1",-0.3988
"EHMT1",0.3604
"EHMT1-IT1",0
"EHMT2",0.0212
"EHMT2",-0.2235
"EHMT2",0.1569
"EI24",0.9005
"EID1",0.6001
"EID2",-1.0455
"EID2B",0.2924
"EID3",0.0258
"EIF1",-0.1381
"EIF1",-0.1555
"EIF1AD",0
"EIF1AX",0
"EIF1AY",0
"EIF1B",0
"EIF2A",0
"EIF2AK1",0
"EIF2AK2",-1.9572
"EIF2AK2",-0.4992
"EIF2AK3",0.2327
"EIF2AK4",0
"EIF2B1",0
"EIF2B2",0
"EIF2B3",0
"EIF2B4",0
"EIF2B5",5.2583
"EIF2C1",-0.4285
"EIF2C1",-1.8835
"EIF2C2",0.0279
"EIF2C3",0.0281
"EIF2C4",0.3441
"EIF2C4",0.4759
"EIF2D",0
"EIF2S1",0
"EIF2S2",0
"EIF2S3",0
"eIF3",0
"EIF3A",0
"EIF3B",0
"EIF3C",0
"EIF3CL",0
"EIF3D",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"EIF3L",0
"EIF3M",0
"EIF3S1",-0.045
"EIF3S10",0.1368
"EIF3S12",0.2463
"EIF3S12",-0.2482
"EIF3S8",0.1447
"EIF3S8",-0.0896
"EIF4A1",0
"EIF4A2",0
"EIF4A3",0
"EIF4B",0
"EIF4E",0.2908
"EIF4E",0.1211
"EIF4E1B",0
"EIF4E2",-0.0823
"EIF4E3",0
"EIF4EBP1",-0.3584
"EIF4EBP2",-0.6639
"EIF4EBP2",-0.5766
"EIF4EBP3",0
"EIF4ENIF1",0
"EIF4G1",0
"EIF4G2",0.1852
"EIF4G3",-0.3138
"EIF4G3",-0.8869
"EIF4H",0
"EIF5",0
"EIF5A",0
"EIF5A2",-0.0877
"EIF5AL1",0
"EIF5B",-0.7263
"eIF6",0
"EIF6",0
"EKI1",0
"EL953211",0
"ELA1",-0.5082
"ELA2",0
"ELAC1",0.2198
"ELAC2",0
"ELANE",0
"ELAVL1",-0.1613
"ELAVL1",0.3407
"ELAVL2",-0.2258
"ELAVL2",-0.1331
"ELAVL3",0
"ELAVL4",0
"ELF1",-0.1086
"ELF2",0.3456
"ELF3",-2.2233
"ELF4",-1.6337
"ELF4",0.0686
"ELF5",-0.3195
"ELF5",-0.673
"ELF5",-0.62
"ELFN1",0
"ELFN2",0
"ELK1",-0.2576
"ELK3",0.109
"ELK4",-1.6111
"ELL",2.0149
"ELL",-0.0802
"ELL2",-0.0339
"ELL2",0.0643
"ELL3",-1.198
"ELL3",4.8023
"ELMO1",0
"ELMO2",0
"ELMO3",-0.8523
"ELMOD1",0
"ELMOD2",0
"ELMOD3",0
"ELMSAN1",0
"ELN",0
"ELOF1",3.0124
"ELOVL1",0
"ELOVL2",0
"ELOVL3",0
"ELOVL4",-0.0267
"ELOVL5",0
"ELOVL6",0.8984
"ELOVL7",0
"ELP2",0
"ELP3",-0.0106
"ELP3",-0.524
"ELP4",-1.7131
"ELP5",0
"ELP6",0
"ELSPBP1",0
"EMB",0
"EMC1",0
"EMC10",0
"EMC2",0
"EMC3",0
"EMC4",0
"EMC6",0
"EMC7",0
"EMC8",0
"EMC9",0
"EMCN",0
"EMD",0
"EME1",0
"EME2",0
"EMG1",0
"EMID1",0
"EMILIN1",0.4568
"EMILIN2",0.6596
"EMILIN3",-0.4721
"EML1",0.1732
"EML2",-2.7986
"EML3",0
"EML4",0
"EML6",0
"EMP1",-0.1356
"EMP2",-0.4913
"EMP3",0
"EMR1",0
"EMR2",0
"EMSY",0
"EMX1",-1.1318
"EMX2",0.3993
"EN1",0.032
"EN2",-0.4895
"E0.0H",-0.2251
"E0.0H",-0.0324
"E0.0M",0
"ENC1",-0.7622
"ENC1",2.0454
"ENDOD1",0
"ENDOG",0
"ENDOGL2",0
"endothelin-A receptor delta 3-4",0
"ENDOU",0
"ENDOV",0
"ENG",-0.4217
"ENGASE",0
"ENHO",0
"ENKD1",0
"ENKUR",0
"ENO1",0.0937
"ENO1",0.0929
"ENO1B",0
"ENO1L1",0
"ENO2",0
"ENO3",0
"ENOPH1",0
"ENOSF1",0
"ENOX1",0
"ENOX2",0
"ENPEP",0
"ENPP1",0.1249
"ENPP1",-0.6921
"ENPP2",0
"ENPP3",0
"ENPP4",0
"ENPP5",0
"ENPP6",0
"ENPP7",0
"ENSA",0
"ENST00000219090",0
"ENST00000253461",0
"ENST00000258451",0
"ENST00000258869",0
"ENST00000269290",0
"ENST00000270031",0
"ENST00000273009",0
"ENST00000287912",0
"ENST00000293743",0
"ENST00000296446",0
"ENST00000303521",0
"ENST00000309178",0
"ENST00000311275",0
"ENST00000312876",0
"ENST00000313664",0
"ENST00000318245",0
"ENST00000319327",0
"ENST00000319763",0
"ENST00000319778",0
"ENST00000322446",0
"ENST00000324808",0
"ENST00000324928",0
"ENST00000327574",0
"ENST00000330381",0
"ENST00000331733",0
"ENST00000331736",0
"ENST00000335883",0
"ENST00000339363",0
"ENST00000339388",0
"ENST00000340249",0
"ENST00000340621",0
"ENST00000341045",0
"ENST00000342409",0
"ENST00000343253",0
"ENST00000344759",0
"ENST00000344859",0
"ENST00000355232",0
"ENST00000357132",0
"ENST00000357303",0
"ENST00000357778",0
"ENST00000360201",0
"ENST00000368172",0
"ENST00000368503",0
"ENST00000369334",0
"ENST00000369399",0
"ENST00000370094",0
"ENST00000370217",0
"ENST00000370659",0
"ENST00000370857",0
"ENST00000370911",0
"ENST00000371264",0
"ENST00000371327",0
"ENST00000372165",0
"ENST00000373287",0
"ENST00000374747",0
"ENST00000374976",0
"ENST00000375678",0
"ENST00000376598",0
"ENST00000377836",0
"ENST00000382123",0
"ENST00000382881",0
"ENST00000383497",0
"ENST00000383748",0
"ENST00000390369",0
"ENST00000390629",0
"ENST00000391338",0
"ENST00000391366",0
"ENST00000391418",0
"ENST00000392994",0
"ENST00000393610",0
"ENST00000394494",0
"ENST00000395137",0
"ENST00000395260",0
"ENST00000395270",0
"ENST00000398769",0
"ENST00000399573",0
"ENST00000399686",0
"ENST00000401432",0
"ENST00000401649",0
"ENST00000401851",0
"ENST00000403017",0
"ENST00000405592",0
"ENST00000406610",0
"ENST00000407600",0
"ENST00000409736",0
"ENST00000412051",0
"ENST00000412431",0
"ENST00000412449",0
"ENST00000412600",0
"ENST00000412698",0
"ENST00000413178",0
"ENST00000413847",0
"ENST00000414055",0
"ENST00000414725",0
"ENST00000414736",0
"ENST00000415891",0
"ENST00000416025",0
"ENST00000416446",0
"ENST00000416501",0
"ENST00000417060",0
"ENST00000417915",0
"ENST00000422725",0
"ENST00000424686",0
"ENST00000424947",0
"ENST00000424972",0
"ENST00000425276",0
"ENST00000427175",0
"ENST00000432203",0
"ENST00000433332",0
"ENST00000435941",0
"ENST00000436453",0
"ENST00000437974",0
"ENST00000440584",0
"ENST00000440601",0
"ENST00000440703",0
"ENST00000440834",0
"ENST00000440988",0
"ENST00000442121",0
"ENST00000442764",0
"ENST00000443124",0
"ENST00000443689",0
"ENST00000444227",0
"ENST00000445400",0
"ENST00000445903",0
"ENST00000446664",0
"ENST00000448309",0
"ENST00000448477",0
"ENST00000449089",0
"ENST00000450802",0
"ENST00000450900",0
"ENST00000451472",0
"ENST00000453171",0
"ENST00000458238",0
"ENST00000458619",0
"ENST00000463407",0
"ENST00000464873",0
"ENST00000469044",0
"ENST00000478922",0
"ENST00000479241",0
"ENST00000479870",0
"ENST00000480218",0
"ENST00000481490",0
"ENST00000482713",0
"ENST00000488380",0
"ENST00000490693",0
"ENTHD1",0
"ENTPD1",0.0724
"ENTPD2",0
"ENTPD3",-0.4931
"ENTPD3",-1.1545
"ENTPD4",0
"ENTPD5",-0.3182
"ENTPD5",-0.0998
"ENTPD6",0
"ENTPD7",-0.3565
"ENTPD7",-0.3506
"ENTPD8",-0.3392
"ENY2",0.1549
"ENY2",-0.1306
"EOGT",0
"EOMES",0.3379
"EOS",0
"EP300",-0.524
"EP400",0.5314
"EPAS1",-0.2042
"EPAS1",-0.2857
"EPB4.1",0
"EPB41",-0.4989
"EPB41",-0.0307
"EPB41L1",-0.3785
"EPB41L1",-0.3432
"EPB41L2",-0.4387
"EPB41L3",-0.4626
"EPB41L4",0
"EPB41L4A",0
"EPB41L4B",0.0834
"EPB41L4B",-1.7668
"EPB41L5",0
"EPB42",0
"EPC1",-0.077
"EPC2",0.7169
"EPCAM",0
"EPDR1",0
"EPG5",0
"EPGN",-0.2343
"EPHA1",0
"EPHA2",-1.8172
"EPHA3",0
"EPHA4",0
"EPHA5",0.1013
"EPHA5",0.0595
"EPHA7",0
"EPHA8",0
"EphB1",0
"EPHB1",0
"EPHB2",-0.1943
"EPHB3",0.3604
"EPHB4",-0.5323
"EPHB6",0
"EPHX1",0
"EPHX2",0.0107
"EPHX3",0
"EPHX4",0
"EPIM",0
"EPLG8",0
"EPLIN",0
"EPM2A",0
"EPM2AIP1",0
"EPN1",0
"EPN2",0
"EPN3",-0.2559
"EPN3",1.6937
"EPO",-0.8215
"EPOR",0
"EPPIN",0
"EPPIN1",0
"EPPIN3",0
"EPPK1",0
"EPR1",0
"EPRS",0.1918
"EPS15",-0.1338
"EPS15",-0.0488
"EPS15L1",0
"EPS15R",0
"EPS8",0.016
"EPS8L1",0
"EPS8L2",1.8085
"EPS8L3",-0.6257
"epsilon-FD",0
"EPSIN",0
"EPSTI1",0
"EPX",0
"EPYC",0
"EQTN",0
"ER81",0
"ERAL1",0
"ERAP1",0
"ERAP2",0
"ERAS",0
"ERBB2",0
"ERBB3",-0.9673
"ERBB4",-0.4817
"ERBIN",0
"ERC1",-0.5002
"ERC2",0
"ERCC1",0
"ERCC2",-1.2373
"ERCC2",-0.3516
"ERCC3",0.9183
"ERCC4",0
"ERCC5",0.2209
"ERCC6",0.5396
"ERCC6L",0
"ERCC6L2",0
"ERCC8",-0.2106
"EREG",-0.0551
"EREG",-0.7179
"ERF",0.4426
"ERG",-0.2382
"ERG",0.1653
"ERG-1",0
"ERG1",0
"ERG2",0
"ERGIC1",0
"ERGIC2",0.9361
"ERGIC3",0
"ERGL",0
"ERH",0
"ERI1",0
"ERI2",0
"ERI3",0
"ERICH1",0
"ERICH2",0
"ERICH3",0
"ERICH4",0
"ERICH5",0
"ERICH6",0
"ERICH6B",0
"ERK",0
"ERK1",0
"ERLEC1",0
"ERLIN1",0
"ERLIN2",0
"erm",0
"ERMAP",0
"ERMARD",0
"ERMN",0
"ERMP1",0
"ERN1",-0.117
"ERN1",0.0283
"ERN1",-0.2994
"ERN2",0.3753
"ERO1-L(BETA)",0
"ERO1A",0
"ERO1B",0
"ERO1L",0
"ERO1LB",0.138
"ERO1LB",0.0092
"ERP27",0
"ERP29",0
"ERP44",0
"ERRB2",0
"ERRFI1",-0.0402
"ERRG2",0
"ERV3-1",0
"ERVFRD-1",0
"ERVH-6",0
"ERVK-6",0
"ERVMER34-1",0
"ERVV-1",0
"ERVV-2",0
"ERVW-1",0
"ESAM",0
"ESCO1",0
"ESCO2",0.515
"ESD",-0.1828
"ESE-1",0
"ESE-3",0
"ESF1",-0.3545
"ESM1",0
"ESP13.2",0
"ESPL1",-0.7064
"ESPL1",-0.2796
"ESPN",0
"ESPNL",0
"ESR",0
"ESR1",0
"ESR2",-0.494
"ESRG",0
"ESRP1",0
"ESRP2",0
"ESRRA",0
"ESRRB",-0.3752
"ESRRG",-0.7287
"EST-YD1",0
"estrogen receptor-related protein",0
"ESX1",-0.3865
"ESYT1",0
"ESYT2",0
"ESYT3",0
"ET",0
"ET(B)R-LP-2",0
"ETAA1",0
"ETAA16",0
"ETF1",0
"ETFA",1.177
"ETFA",0.0916
"ETFB",0
"ETFBKMT",0
"ETFDH",0
"ETFRF1",0
"ETHE1",0
"ETL",0
"ETNK1",-0.2197
"ETNK1",-0.4701
"ETNK2",0
"ETNPPL",0
"ETS1",-0.5137
"ETS1",-0.2846
"ETS1",-0.0898
"ETS2",-0.0576
"ETS2",0.3206
"ETV1",0.3222
"ETV1",0.2686
"ETV2",0
"ETV3",-1.0849
"ETV3L",0
"ETV4",0.3736
"ETV5",-0.0247
"ETV6",-0.1138
"ETV6",-0.1225
"ETV6-NTRK3 fusion",0
"ETV7",0.2145
"EVA1",-0.4382
"EVA1",0.1266
"EVA1A",0
"EVA1B",0
"EVA1C",0
"EVC",0.1651
"EVC",0.0124
"EVC2",0
"Evi-1",0
"EVI1",0.0123
"EVI1",0.0695
"EVI1",-0.4358
"EVI27",0
"EVI2A",0
"EVI2B",-0.2838
"EVI5",0
"EVI5L",-0.6586
"EVL",0
"EVPL",0.1154
"EVPLL",0
"EVX1",-2.5823
"EVX2",0
"EWSR1",-2.5419
"EWSR1",-0.6528
"EWSZSG fusion",0
"EXD1",0
"EXD2",0
"EXD3",0
"EXO1",0.1584
"EXO5",0
"EXOC1",0
"EXOC2",0
"EXOC3L1",0
"EXOC3L2",0
"EXOC3L4",0
"EXOC4",-2.9615
"EXOC5",0
"EXOC6",0.1374
"EXOC6",-0.257
"EXOC6B",0
"EXOC7",0
"EXOC8",-0.1723
"EXOC8",-2.6352
"EXOG",0
"EXOSC1",0
"EXOSC10",-0.1753
"EXOSC2",0
"EXOSC3",0
"EXOSC4",-0.2961
"EXOSC5",-0.0113
"EXOSC6",-0.6365
"EXOSC7",0.5679
"EXOSC7",-0.7163
"EXOSC8",0
"EXOSC9",0.2115
"EXPH5",-0.4258
"EXT1",-0.3267
"EXT1",-1.8329
"EXT2",0.1868
"EXTL1",0
"EXTL2",-0.3203
"EXTL3",0
"EY892390",0
"EYA1",0.549
"EYA1C",0
"EYA2",-0.0252
"EYA3",-0.1574
"EYA4",0.0713
"EYA4",0.0606
"EYS",0
"EZH1",-0.5014
"EZH2",-0.3735
"EZR",0
"F004222",0
"F005050",0
"F007155",0
"F017995",0
"F022991",0
"F026402",0
"F029778",0
"F034956",0
"F035625",0
"F037195",0
"F040105",0
"F052151",0
"F053356",0
"F055000",0
"F059252",0
"F059274",0
"F064243",0
"F064491",0
"F070588",0
"F070618",0
"F072468",0
"F074264",0
"F074382",0
"F077954",0
"F083105",0
"F10",0
"F101434",0
"F11",0
"F11R",1.6683
"F11R",-0.4213
"F12",0
"F13A1",0
"F13B",0
"F17127_1",0
"F2",0
"F2R",-0.0207
"F2RL1",-0.0758
"F2RL2",0
"F2RL3",-0.2541
"F3",0.8738
"F5",0
"F7",0
"F8",0
"F8A1",-0.4961
"F8A2",0
"F9",0
"FA2H",0
"FAAH",0
"FAAH2",0
"FAAP100",0
"FAAP20",0
"FAAP24",0
"FABP1",0
"FABP12",0
"FABP2",0
"FABP3",-0.2674
"FABP4",0.0805
"FABP5",0.1045
"FABP5P1",0
"FABP5P3",0
"FABP5P7",0
"FABP6",0
"FABP7",0
"FABP9",0
"FACL1",0
"FACL5",0
"FACTP140",0
"FADD",0
"FADS1",-1.2165
"FADS1",-1.2833
"FADS2",0
"FADS3",0
"FAF1",0.5285
"FAF2",0
"FAH",1.4696
"FAHD1",0
"FAHD2A",0
"FAHD2B",0
"FAIM",0
"FAIM2",0
"FALZ",0
"FAM100B",-0.34
"FAM101A",1.7372
"FAM101A",0.3011
"FAM101B",-0.0839
"FAM101B",0.237
"FAM102A",-0.5771
"FAM102B",0
"FAM103A1",0
"FAM104A",-3.2565
"FAM104A",-0.4835
"FAM104B",0
"FAM105A",0
"FAM106A",-0.0138
"FAM107A",-0.2869
"FAM107A",0.0192
"FAM107A",-0.161
"FAM107B",0
"FAM108B1",0
"FAM109A",0
"FAM109B",-0.3799
"FAM110A",0
"FAM110B",0
"FAM110C",-0.2304
"FAM110C",-0.5355
"FAM110D",0
"FAM111A",0.0923
"FAM111A",-0.495
"FAM111B",-0.4258
"FAM113B",0.645
"FAM114A1",0.023
"FAM114A1",0.1541
"FAM114A2",0
"FAM115A",0
"FAM117A",0
"FAM117B",0
"FAM118A",-0.43
"FAM118B",0
"FAM119A",0
"FAM119B",-0.3583
"FAM119B",-0.2168
"FAM11B",-0.4092
"FAM120A",0
"FAM120AOS",0
"FAM120B",-0.4442
"FAM120B",-0.2141
"FAM120C",0
"FAM122A",0
"FAM122B",0
"FAM122C",0
"FAM123A",-0.1378
"FAM123B",0.2704
"FAM124A",0
"FAM124B",0
"FAM126A",0
"FAM126B",0
"FAM127A",-0.3786
"FAM127A",-0.3355
"FAM127B",0
"FAM127C",0
"FAM128B",0
"FAM129A",0.6807
"FAM129B",0
"FAM131A",0
"FAM131B",0
"FAM131C",0
"FAM132A",0
"FAM133A",0
"FAM133B",0
"FAM134A",0
"FAM134B",0
"FAM134C",0
"FAM135A",0
"FAM135B",0
"FAM136A",0
"FAM136B",0
"FAM138A",0
"FAM13A",0
"FAM13B",0
"FAM13C",0
"FAM149A",0
"FAM149B1",0
"FAM14A",-0.3771
"FAM150A",0
"FAM150B",0
"FAM151A",0
"FAM151B",0
"FAM153A",0
"FAM153B",0
"FAM155A",0
"FAM155B",0
"FAM156A",0
"FAM156B",0
"FAM157A",0
"FAM157B",0
"FAM158A",0
"FAM159A",0
"FAM159B",0
"FAM160A1",0
"FAM160A2",0
"FAM160B1",0
"FAM160B2",0
"FAM161A",0
"FAM162A",0
"FAM162B",0
"FAM163A",0
"FAM163B",0
"FAM165B",0
"FAM166A",0
"FAM166B",0
"FAM167A",0
"FAM167A-AS1",0
"FAM167B",0
"FAM168A",0
"FAM168B",0
"FAM169A",0
"FAM169B",0
"FAM170A",0
"FAM170B",0
"FAM171A1",0
"FAM171A2",0
"FAM171B",0
"FAM172A",0
"FAM173A",0
"FAM173B",0
"FAM174A",0
"FAM174B",0
"FAM175A",0
"FAM175B",0
"FAM176A",0
"FAM176B",0
"FAM177A1",0
"FAM177B",0
"FAM178B",0
"FAM179A",0
"FAM179B",0
"FAM180A",0
"FAM181A",0
"FAM181B",0
"FAM183A",0
"FAM183BP",0
"FAM184A",0
"FAM184B",0
"FAM185A",0
"FAM186A",0
"FAM186B",0
"FAM187B",0
"FAM188A",0
"FAM188B",0
"FAM189A1",0
"FAM189A2",0
"FAM189B",0
"FAM192A",0
"FAM193A",0
"FAM196A",0
"FAM196B",0
"FAM198A",0
"FAM198B",0
"FAM199X",0
"FAM19A1",0
"FAM19A2",0
"FAM19A3",0
"FAM19A4",0
"FAM19A5",0
"FAM200A",0
"FAM200B",0
"FAM204A",0
"FAM205A",0
"FAM205BP",0
"FAM205C",0
"FAM206A",0
"FAM207A",0
"FAM208B",0
"FAM209A",0
"FAM209B",0
"FAM20A",0
"FAM20B",0
"FAM20C",0
"FAM210A",0
"FAM210B",0
"FAM212B",0
"FAM213A",0
"FAM214A",0
"FAM214B",0
"FAM216A",0
"FAM216B",0
"FAM217A",0
"FAM217B",0
"FAM218A",0
"FAM219A",0
"FAM219B",0
"FAM21A",0
"FAM21C",0
"FAM220A",0
"FAM221A",0
"FAM221B",0
"FAM222A",0
"FAM222B",0
"FAM223A",0
"FAM223B",0
"FAM226B",0
"FAM227A",0
"FAM227B",0
"FAM228A",0
"FAM229A",0
"FAM229B",0
"FAM22A",0
"FAM234A",0
"FAM234B",0
"FAM24A",0
"FAM24B",0
"FAM25A",0
"FAM25BP",0
"FAM25C",0
"FAM25G",0
"FAM26D",0
"FAM26E",0
"FAM26F",0
"FAM27C",0
"FAM27E3",0
"FAM32A",0.2664
"FAM35A",-0.7611
"FAM35A",-0.2626
"FAM3A",0
"FAM3B",0
"FAM3C",0.1604
"FAM3C",-1.311
"FAM3C",-1.1454
"FAM3D",0
"FAM40B",-0.0814
"FAM43A",0
"FAM43B",-3.2043
"FAM43B",0.5026
"FAM45A",0
"FAM45B",0
"FAM46A",0.0795
"FAM46B",-1.8204
"FAM46C",0
"FAM46D",0
"FAM47A",0
"FAM47B",0
"FAM47C",0
"FAM47DP",0
"FAM47E",0
"FAM48A",-0.5214
"FAM49A",-0.1745
"FAM49B",-0.5932
"FAM50A",0
"FAM50B",0
"FAM53A",0
"FAM53B",-0.6207
"FAM53B",-0.5567
"FAM53C",0
"FAM54A",0.7464
"FAM57A",1.2682
"FAM57B",0
"FAM58A",0
"FAM59A",-0.4825
"FAM59A",-0.0151
"FAM5C",0
"FAM60A",-0.1979
"FAM60A",-0.7797
"FAM63A",-0.4534
"FAM63A",-0.1065
"FAM63A",-2.3587
"FAM63B",0
"FAM64A",-1.3808
"FAM65A",0
"FAM65B",0
"FAM65C",0
"FAM69A",0
"FAM69B",0.0494
"FAM69C",0
"FAM71A",0
"FAM71B",0
"FAM71C",0
"FAM71D",0
"FAM71E1",0
"FAM71E2",0
"FAM71F1",0
"FAM71F2",0
"FAM72A",0
"FAM72B",0
"FAM72D",0
"FAM73B",0
"FAM74A1",0
"FAM74A3",0
"FAM76A",0
"FAM76B",0
"FAM78A",0
"FAM78B",0
"FAM79A",-1.6355
"FAM79B",-0.6174
"FAM80B",-0.0657
"FAM81A",0
"FAM83A",-1.1328
"FAM83A",-0.0211
"FAM83A-AS1",0
"FAM83B",0
"FAM83C",0
"FAM83D",2.1156
"FAM83E",0
"FAM83F",0
"FAM83G",0
"FAM83H",0.019
"FAM83H",-0.0857
"FAM84A",4.1237
"FAM84A",-0.5723
"FAM84B",1.3004
"FAM86B1",0
"FAM86B2",0
"FAM86B3P",0
"FAM86C",0
"FAM86C1",0
"FAM87A",0
"FAM89A",0
"FAM89B",-0.3704
"FAM8A1",-0.1078
"FAM8A1",-0.26
"FAM90A1",0
"FAM90A10P",0
"FAM90A20P",0
"FAM91A1",0
"FAM92A1",0
"FAM92B",0
"FAM95B1",0
"FAM96A",0
"FAM96B",0
"FAM98A",-0.8059
"FAM98A",0.945
"FAM98B",0
"FAM98C",0
"FAM9A",0
"FAM9B",-0.0523
"FAM9C",0
"FAN1",0
"FANCA",1.1193
"FANCB",0
"FANCC",0.3551
"FANCD2",-0.1746
"FANCD2",1.8058
"FANCD2OS",0
"FANCE",-0.5618
"FANCF",0
"FANCG",-1.1635
"FANCI",0
"FANCL",-0.5007
"FANCM",0
"FANK1",0
"FAP",0
"FAP48",0
"FAR1",0
"FAR2",0
"FARP1",0
"FARP2",0
"FARS2",-0.7075
"FARSA",0
"FARSB",0
"FAS",0.0889
"FASLG",0
"FASN",-1.5651
"FASTK",0
"FASTKD1",0
"FASTKD2",0
"FASTKD3",0
"FASTKD5",-0.2235
"FAT1",0
"FAT2",0
"FAT4",0
"FATE1",0
"FAXC",0
"FAXDC2",0
"FBF1",0
"FBI1",0
"FBI12",0
"FBL",0
"FBLIM1",-0.0647
"FBLIM1",1.5969
"FBLIM1",0.2582
"FBLN1",0
"FBLN2",0
"FBLN5",0
"FBLN7",0
"FBN1",0
"FBN2",0
"FBN3",0
"FBP1",0
"FBP2",0
"FBP3",0
"FBRNP",0
"FBRS",0
"FBRSL1",0
"FBX4",0
"FBX6",0
"FBXL10",-0.3777
"FBXL10",-0.3717
"FBXL11",-1.4111
"FBXL12",0
"FBXL13",0
"FBXL14",0
"FBXL15",0
"FBXL16",0.6141
"FBXL17",0
"FBXL18",-0.4466
"FBXL19",0
"FBXL2",0
"FBXL20",-0.2587
"FBXL21",0
"FBXL3",-2.3418
"FBXL4",-0.2252
"FBXL4",-0.1124
"FBXL5",0
"FBXL6",0
"FBXL7",0
"FBXL8",0
"FBXO10",0
"FBXO11",0
"FBXO15",0
"FBXO16",0.0601
"FBXO17",-0.1462
"FBXO18",0
"FBXO2",-1.3211
"FBXO21",-0.4488
"FBXO22",0.1097
"FBXO22",0.1857
"FBXO24",0
"FBXO25",0
"FBXO27",0
"FBXO28",-0.0996
"FBXO28",-0.837
"FBXO3",-0.8984
"FBXO3",-0.372
"FBXO30",0
"FBXO31",0
"FBXO32",-0.3201
"FBXO33",0
"FBXO34",0
"FBXO36",-0.1953
"FBXO36",9e-04
"FBXO38",0
"FBXO39",0
"FBXO4",0
"FBXO40",0
"FBXO41",0
"FBXO42",1.8223
"FBXO43",0
"FBXO44",-0.2172
"FBXO45",0
"FBXO46",0
"FBXO47",0
"FBXO48",0
"FBXO5",1.6642
"FBXO6",0
"FBXO7",0
"FBXO8",-0.3228
"FBXO9",0
"FBXW10",0.1016
"FBXW11",0
"FBXW12",0
"FBXW2",-0.8364
"FBXW4",0
"FBXW5",0
"FBXW7",0
"FBXW8",0
"Fc-gammaRIIC",0
"FCAMR",0
"FCAR",0
"FCER1A",0
"FCER1G",0
"FCER2",0
"FCF1",0
"FCGBP",-0.1539
"FCGR1A",0
"FCGR1B",0
"FCGR2A",-0.674
"FCGR2B",-0.622
"FCGR2B",-0.0669
"FCGR3A",0
"FCGR3B",0
"FCGRT",0
"FCHO1",0.4611
"FCHO2",0
"FCHSD1",0
"FCHSD2",0
"FCMR",0
"FCN1",0
"FCN2",0
"FCN3",0
"FCRL1",0
"FCRL2",0
"FCRL3",0.0752
"FCRL3",-0.3181
"FCRL4",-0.2615
"FCRL4",0.0524
"FCRL4",-0.0491
"FCRL5",0
"FCRL6",0
"FCRLA",0
"FCRLB",0
"FCT3A",0
"FDCSP",0
"FDF03-M14",0
"FDFT1",0.1422
"FDPS",-0.0621
"FDPSL2A",0.0599
"FDPSP2",0
"FDX1",0
"FDX1L",0
"FDXACB1",0
"FDXR",0
"FECH",0
"FELL",0
"FELS",0
"FEM1A",0
"FEM1B",1.5201
"FEM1C",0.0668
"FEM1C",-0.0265
"FEN1",0
"FER",0
"FER1L3",0
"FER1L4",-0.261
"FER1L5",0
"FER1L6",0
"FER1L6-AS1",0
