"Gene","FOXP1"
"KIAA1262",0
"KIAA1265",0
"KIAA1266",0
"KIAA1271",0
"KIAA1272",0
"KIAA1273",0
"KIAA1274",0
"KIAA1276",0
"KIAA1279",0
"KIAA1280",0
"KIAA1281",0
"KIAA1283",0
"KIAA1286",0
"KIAA1292",0
"KIAA1300",0
"KIAA1303",0
"KIAA1305",0.1286
"KIAA1307",0
"KIAA1309",0
"KIAA1311",0
"KIAA1312",0
"KIAA1313",0
"KIAA1315",0
"KIAA1317",0
"KIAA1320",0
"KIAA1322",0
"KIAA1323",0
"KIAA1324",0.0258
"KIAA1324L",0
"KIAA1325",0
"KIAA1328",0
"KIAA1329",0
"KIAA1330",0
"KIAA1333",-0.9112
"KIAA1333",-0.1175
"KIAA1338",0
"KIAA1342",0
"KIAA1344",0
"KIAA1348",0
"KIAA1355",0
"KIAA1356",0
"KIAA1359",0
"KIAA1360",0
"KIAA1361",0
"KIAA1363",0
"KIAA1364",0
"KIAA1367",0
"KIAA1370",0.5995
"KIAA1370",0.2321
"KIAA1371",0
"KIAA1372",0
"KIAA1373",0
"KIAA1374",0
"KIAA1376",0
"KIAA1382",0
"KIAA1383",0
"KIAA1384",0
"KIAA1386",0
"KIAA1389",0
"KIAA1390",0
"KIAA1392",0
"KIAA1393",0
"KIAA1394",-0.2443
"KIAA1399",0
"KIAA1402",0
"KIAA1407",0
"KIAA1409",0
"KIAA1411",0.2724
"KIAA1411",0.5391
"KIAA1413",0
"KIAA1414",0.1884
"KIAA1417",0
"KIAA1424",0
"KIAA1426",0
"KIAA1427",0
"KIAA1429",0
"KIAA1432",0
"KIAA1433",0
"KIAA1438",0
"KIAA1439",0
"KIAA1443",0.3484
"KIAA1443",-0.6274
"KIAA1446",0
"KIAA1449",0
"KIAA1450",-0.6163
"KIAA1450",-0.2977
"KIAA1452",0
"KIAA1453",0
"KIAA1456",0
"KIAA1457",0
"KIAA1458",0
"KIAA1462",-0.2344
"KIAA1462",-0.0761
"KIAA1463",0
"KIAA1464",0
"KIAA1467",-0.2112
"KIAA1468",-0.1059
"KIAA1468",0.5129
"KIAA1470",0
"KIAA1473",0
"KIAA1477",0
"KIAA1481",0
"KIAA1484",0
"KIAA1486",0
"KIAA1494",0
"KIAA1503",0
"KIAA1505",-0.0612
"KIAA1509",0
"KIAA1513",0
"KIAA1514",0
"KIAA1515",0
"KIAA1522",-0.1117
"KIAA1523",0
"KIAA1524",0.1298
"KIAA1524",-0.5139
"KIAA1529",-0.42
"KIAA1530",0
"KIAA1533",0
"KIAA1537",0
"KIAA1539",0
"KIAA1543",0
"KIAA1546",-0.4046
"KIAA1548",0
"KIAA1549",0
"KIAA1549L",0
"KIAA1550",0
"KIAA1555",0
"KIAA1557",0
"KIAA1558",0
"KIAA1559",0
"KIAA1560",0
"KIAA1563",0
"KIAA1568",0
"KIAA1574",0
"KIAA1582",0
"KIAA1583",0
"KIAA1586",0
"KIAA1588",0
"KIAA1589",0
"KIAA1590",0
"KIAA1593",0
"KIAA1595",0
"KIAA1596",0
"KIAA1597",0
"KIAA1599",0
"KIAA1600",0
"KIAA1601",0
"KIAA1604",0
"KIAA1605",0
"KIAA1608",0
"KIAA1609",0.3758
"KIAA1612",0
"KIAA1613",0
"KIAA1614",0
"KIAA1616",0
"KIAA1618",1.7119
"KIAA1619",0
"KIAA1620",0
"KIAA1621",0
"KIAA1622",0.0565
"KIAA1622",0.2708
"KIAA1623",0
"KIAA1624",0
"KIAA1625",0
"KIAA1627",0
"KIAA1628",0
"KIAA1630",0
"KIAA1632",0.2445
"KIAA1632",-0.1728
"KIAA1637",0
"KIAA1638",0
"KIAA1639",0
"KIAA1640",0
"KIAA1641",0
"KIAA1642",0
"KIAA1643",0
"KIAA1644",0
"KIAA1645",0
"KIAA1647",0
"KIAA1649",0
"KIAA1651",0
"KIAA1652",0
"KIAA1653",0
"KIAA1654",0
"KIAA1655",0.1543
"KIAA1656",0
"KIAA1657",0
"KIAA1659",0
"KIAA1660",0
"KIAA1661",0
"KIAA1663",0
"KIAA1665",0
"KIAA1666",-0.5009
"KIAA1666",-0.0973
"KIAA1669",0
"KIAA1671",0
"KIAA1672",0
"KIAA1679",0
"KIAA1680",0
"KIAA1683",0
"KIAA1688",0.1132
"KIAA1690",0
"KIAA1692",0
"KIAA1693",0
"KIAA1695",0
"KIAA1699",0
"KIAA1700",0
"KIAA1702",0
"KIAA1703",0
"KIAA1704",0
"KIAA1706",-0.411
"KIAA1708",0
"KIAA1710",0
"KIAA1712",0
"KIAA1713",0.0968
"KIAA1713",0.103
"KIAA1716",0
"KIAA1718",0.2784
"KIAA1719",0
"KIAA1724",0
"KIAA1726",0
"KIAA1727",-0.165
"KIAA1728",0
"KIAA1729",1.2937
"KIAA1729",-5.3532
"KIAA1731",0.0284
"KIAA1731",-0.2894
"KIAA1736",0
"KIAA1740",0
"KIAA1742",0
"KIAA1743",0
"KIAA1749",0
"KIAA1751",-0.6084
"KIAA1754L",-0.3044
"KIAA1755",0
"KIAA1758",0
"KIAA1761",0
"KIAA1763",0
"KIAA1765",0
"KIAA1768",0
"KIAA1772",-0.2694
"KIAA1794",-0.3252
"KIAA1794",1.2856
"KIAA1794",2.1881
"KIAA1822",-0.1277
"KIAA1822",-0.3623
"KIAA1841",0.2609
"KIAA1841",0.1734
"KIAA1856",-0.2458
"KIAA1881",-0.004
"KIAA1913",0.5062
"KIAA1914",0.3396
"KIAA1914",-0.295
"KIAA1919",0
"KIAA1920",0.1521
"KIAA1946",-0.4003
"KIAA1946",0.0486
"KIAA1949",-1.0656
"KIAA1958",0
"KIAA2013",-0.2484
"KIAA2013",0.2222
"KIAA2013",-0.8715
"KIAA2018",-0.2622
"KIAA2018",0.1056
"KIAA2022",0
"KIAA2026",0
"KIAA9001",0
"KIDINS220",0
"KIF11",0
"KIF12",0
"KIF13A",0
"KIF13B",0
"KIF14",0
"KIF15",0
"KIF16B",0
"KIF17",0
"KIF18A",0
"KIF18B",0
"KIF19",0
"KIF1A",-0.9734
"KIF1A",-0.1372
"KIF1B",0
"KIF1BP",0
"KIF1C",0
"KIF20A",-2.5787
"KIF20B",0
"KIF21A",0
"KIF21B",0
"KIF22",0
"KIF23",1.2434
"KIF24",-0.2411
"KIF25",0
"KIF25-AS1",0
"KIF26A",0.1725
"KIF26B",0
"KIF27",0.15
"KIF27",-0.1563
"KIF2A",0
"KIF2B",0
"KIF2C",0
"KIF3A",0
"KIF3B",0
"KIF3C",0
"KIF4A",0
"KIF4B",0
"KIF5A",-0.3804
"KIF5B",-0.2812
"KIF5C",0
"KIF6",0
"KIF7",0
"KIF9",0
"KIFAP3",0.2766
"KIFC1",0
"KIFC2",0
"KIFC3",0.6433
"KIN",0
"KIN13A",0
"KIN27",0
"kinectin",0
"KIR-123FM",0
"Kir1.3",0
"KIR2DL1",0
"KIR2DL2",0
"KIR2DL3",0
"KIR2DL4",-0.5202
"KIR2DL4",-0.0553
"KIR2DL5.3",0
"KIR2DL5B",0
"KIR2DS1",0
"KIR2DS2",0
"KIR2DS3",0
"KIR2DS4",0
"KIR2DS5",0
"KIR3DL1",-0.1167
"KIR3DL2",0
"KIR3DS1",0
"Kir7.1",0
"KIRREL",-0.0705
"KIRREL2",0.1903
"KIRREL2",0.6336
"KIRREL3",0
"KISS1",-0.3857
"KISS1R",-3.1091
"KIT",0
"KITLG",-0.1302
"KITLG",0.0397
"KITLG",-2.2968
"KIZ",0
"KKLF",0
"KL",-0.0424
"KLB",0
"KLC1",0
"KLC2",0
"KLC3",0
"KLC4",0
"KLF1",0.1573
"KLF10",-4.5717
"KLF11",0.3992
"KLF11",0.0251
"KLF12",0.3415
"KLF13",-0.2218
"KLF13",-0.0397
"KLF14",1.2077
"KLF15",0.074
"KLF15",0.1078
"KLF16",-0.7151
"KLF16",-0.1021
"KLF17",0.0349
"KLF2",0.2648
"KLF2",-0.0919
"KLF3",-0.1935
"KLF3",-0.8375
"KLF4",-2.4074
"KLF5",-1.0147
"KLF5",0.0793
"KLF6",-0.2418
"KLF6",-0.2747
"KLF7",-0.3191
"KLF8",2.2455
"KLF8",-0.2583
"KLF9",-0.568
"KLHDC1",0.1763
"KLHDC1",0.1011
"KLHDC10",0
"KLHDC2",0.2185
"KLHDC3",-0.0686
"KLHDC3",-0.0717
"KLHDC4",0
"KLHDC5",-0.4627
"KLHDC5",-0.3542
"KLHDC7A",0
"KLHDC7B",0
"KLHDC8A",0
"KLHDC8B",-0.3857
"KLHDC8B",4.1483
"KLHDC9",0
"KLHL1",0
"KLHL10",0
"KLHL11",-0.1026
"KLHL12",-0.3301
"KLHL12",-0.2269
"KLHL12",0.4751
"KLHL13",-0.2878
"KLHL14",-0.0085
"KLHL15",-0.0193
"KLHL15",-0.1477
"KLHL15",-0.1664
"KLHL17",0
"KLHL18",0
"KLHL2",0
"KLHL20",0.0475
"KLHL20",-0.3149
"KLHL21",-0.505
"KLHL21",-0.1644
"KLHL22",0
"KLHL23",0
"KLHL24",-0.0627
"KLHL25",0
"KLHL26",0
"KLHL28",0
"KLHL29",0
"KLHL3",0
"KLHL30",0
"KLHL31",0
"KLHL32",0
"KLHL33",0
"KLHL34",0
"KLHL36",0
"KLHL38",0
"KLHL4",-0.0654
"KLHL4",-0.4404
"KLHL40",0
"KLHL41",0
"KLHL42",0
"KLHL5",0
"KLHL6",0
"KLHL7",-2.4834
"KLHL7",-0.1522
"KLHL8",-0.0729
"KLHL8",0.3653
"KLHL9",-0.426
"KLHL9",0.0161
"KLK1",0
"KLK10",-0.018
"KLK10",-0.317
"KLK11",-0.206
"KLK12",0
"KLK13",0
"KLK14",0
"KLK15",0.0219
"KLK15",0.2809
"KLK2",0
"KLK3",0
"KLK4",-0.0311
"KLK5",0.107
"KLK6",0
"KLK7",-0.1921
"KLK8",-0.1532
"KLK9",0
"KLKB1",0
"KLLN",0
"KLRA1",0
"KLRAQ1",0
"KLRB1",0
"KLRC1",0
"KLRC2",0
"KLRC3",0
"KLRC4",0
"KLRD1",0
"KLRF1",0
"KLRF2",0
"KLRG1",0
"KLRG2",0
"KMO",0.0811
"KMO",-0.2698
"KMT2A",0
"KMT2B",0
"KMT2C",0
"KMT2D",0
"KMT2E",0
"KMT5B",0
"KMT5C",0
"KNDC1",0
"KNG1",0
"KNL1",0
"KNOP1",0
"KNP-I",0
"KNS2",-0.0265
"KNS2",-2.4396
"KNSL3",0
"KNSTRN",0
"KNTC1",-0.6785
"kop",0
"Kox1",0
"KPL1",0
"KP0.01",0
"KP0.02",0.2605
"KP0.03",-0.3399
"KP0.04",0
"KP0.06",0
"KP0.07",0
"KPNB1",1.1491
"KPNB1",-0.2777
"KPNB2",0
"KPNB3",0
"KPRP",0
"KPTN",0
"KRAS",0.2981
"KRAS",-0.0438
"KRBA1",0
"KRBA2",0
"KRBOX1",0
"KRBOX4",0
"KRCC1",-1.669
"kremen",0
"KREMEN1",0
"KREMEN2",0
"KRI1",0
"KRIT1",0
"KRML",0
"KRN1",0
"KRR1",-0.1476
"KRR1",0.2438
"KRT1",2.9759
"KRT10",0.0666
"KRT12",0.0917
"KRT13",0.2195
"KRT14",-0.0778
"KRT15",0.3245
"KRT16",0.0973
"KRT16",-0.0143
"KRT16A",0
"KRT17",-0.0746
"KRT18",-0.0221
"KRT18",0.02
"KRT18",-0.0681
"KRT19",-0.2853
"KRT2",-0.4968
"KRT20",-0.0248
"KRT222",0
"KRT23",-1.5519
"KRT24",-0.3427
"KRT25",-0.0659
"KRT26",0.0287
"KRT27",0.0488
"KRT28",-0.438
"KRT2A",0
"KRT3",-4.1142
"KRT31",-0.169
"KRT32",-0.1954
"KRT33A",-0.0714
"KRT33B",-0.3984
"KRT34",-2.0085
"KRT35",-0.4999
"KRT36",-0.1826
"KRT37",-0.1274
"KRT38",0.1005
"KRT38",-0.2146
"KRT39",0
"KRT4",-2.2562
"KRT40",0.0959
"KRT5",-0.0015
"KRT6A",0
"KRT6B",-0.1157
"KRT6C",0.0066
"KRT6E",0.0917
"KRT6F",0
"KRT6L",0.5987
"KRT7",0.0553
"KRT71",-0.5102
"KRT72",-0.2181
"KRT73",-0.4112
"KRT74",-0.4517
"KRT75",0.2771
"KRT76",-0.4012
"KRT77",-0.0997
"KRT77",-2.2741
"KRT78",0.2707
"KRT79",0
"KRT8",-1.127
"KRT8",0.129
"KRT80",-0.4665
"KRT80",-0.3514
"KRT81",-0.6654
"KRT82",-0.2028
"KRT83",-0.583
"KRT84",0
"KRT85",0.6115
"KRT86",0.3915
"KRT8P11",0
"KRT9",-1.5206
"KRTAP1-1",-0.4011
"KRTAP1-1",0.0863
"KRTAP1-3",-0.4843
"KRTAP1-3",0.0944
"KRTAP1-4",0
"KRTAP1-5",-0.3102
"KRTAP1.1",0
"KRTAP1.3",0
"KRTAP1.5",0
"KRTAP10-1",0
"KRTAP10-10",-0.0758
"KRTAP10-11",0
"KRTAP10-12",0
"KRTAP10-2",0
"KRTAP10-3",0
"KRTAP10-6",0
"KRTAP10-8",0
"KRTAP10-9",0
"KRTAP11-1",-0.7125
"KRTAP12-1",-0.124
"KRTAP12-2",-0.0044
"KRTAP12-3",0
"KRTAP12-4",0
"KRTAP13-1",-0.5579
"KRTAP13-2",-0.4108
"KRTAP13-3",-0.0785
"KRTAP13-4",-0.5829
"KRTAP15-1",-0.2617
"KRTAP16-1",0
"KRTAP16.1",0
"KRTAP17-1",0.0965
"KRTAP19-1",-0.2992
"KRTAP19-1",-0.1365
"KRTAP19-1",0.07
"KRTAP19-2",0
"KRTAP19-3",0
"KRTAP19-4",0
"KRTAP19-5",0
"KRTAP19-6",0
"KRTAP19-7",0
"KRTAP19-8",0
"KRTAP2-1",-0.8796
"KRTAP2-2",0
"KRTAP2-4",-0.403
"KRTAP2-4",0.1446
"KRTAP2.1A",0
"KRTAP2.1B",0
"KRTAP20-1",0
"KRTAP20-2",0
"KRTAP20-3",0
"KRTAP21-1",0
"KRTAP21-2",0
"KRTAP21-3",0
"KRTAP22-1",0
"KRTAP22-2",0
"KRTAP23-1",0
"KRTAP24-1",0
"KRTAP25-1",0
"KRTAP26-1",0
"KRTAP27-1",0
"KRTAP29-1",0
"KRTAP3-1",-0.3455
"KRTAP3-2",-0.1021
"KRTAP3-3",-0.0089
"KRTAP3.1",0
"KRTAP3.2",0
"KRTAP3.3",0
"KRTAP4-10",0.0919
"KRTAP4-10",-1.0243
"KRTAP4-11",0
"KRTAP4-12",0.1255
"KRTAP4-14",-0.5907
"KRTAP4-2",0.0453
"KRTAP4-3",0.1086
"KRTAP4-4",0.0867
"KRTAP4-5",0.001
"KRTAP4-7",0.0687
"KRTAP4-8",0
"KRTAP4-9",0
"KRTAP4.10",0
"KRTAP4.13",0
"KRTAP4.14",0
"KRTAP4.15",0
"KRTAP4.2",0
"KRTAP4.3",0
"KRTAP4.5",0
"KRTAP4.7",0
"KRTAP4.8",0
"KRTAP4.9",0
"KRTAP5-1",0
"KRTAP5-10",0
"KRTAP5-11",0
"KRTAP5-2",0
"KRTAP5-3",0
"KRTAP5-4",0
"KRTAP5-5",0
"KRTAP5-6",0
"KRTAP5-7",0
"KRTAP5-8",0
"KRTAP5-9",0.519
"KRTAP6-1",0
"KRTAP6-2",0
"KRTAP6-3",-0.6468
"KRTAP7-1",-0.3665
"KRTAP8-1",0.8055
"KRTAP9-1",0
"KRTAP9-2",-0.29
"KRTAP9-3",-0.3401
"KRTAP9-4",0.1143
"KRTAP9-6",0
"KRTAP9-7",0
"KRTAP9-8",0
"KRTAP9.2",0
"KRTAP9.3",0
"KRTAP9.4",0
"KRTAP9.8",0
"KRTAP9.9",0
"KRTCAP2",0
"KRTCAP3",0
"KRTDAP",0
"KRTHA1",0
"KRTHA2",0
"KRTHA3A",0
"KRTHA3B",0
"KRTHA4",0
"KRTHA6",0
"KRTHA7",0
"KRTHA8",0
"KRTHB1",0
"KRTHB3",0
"KRTHB5",0
"KSR1",0
"KTI12",0
"KTN1",-0.2801
"Kv4.3",0
"KV8.1",0
"KXD1",0
"KY",-0.3604
"KYAT1",0
"KYAT3",0
"KYNU",0
"L021366",0
"L021977",0
"L022316",0
"L031588",0
"L049226",0
"L049261",0
"L049370",0
"L049924",0
"L049942",0
"L050147",0
"L050166",0
"L050297",0
"L080214",0
"L080220",0
"L096714",0
"L096779",0
"L109698",0
"L13",0
"L17326",0
"L1CAM",0
"L1TD1",0
"L2DTL",0
"L2HGDH",0
"L30",0
"L3HYPDH",0
"L3MBTL1",0
"L3MBTL2",-0.393
"L3MBTL2",4.3432
"L3MBTL3",-0.1487
"L3MBTL3",-0.3536
"L3MBTL4",0.086
"L40520",0
"L6",0
"LA0024A",0
"LACC1",0
"LACE1",0
"LACRT",0
"LACS2",0
"LACS5",0
"LACTB",0
"LACTB2",0
"LAD1",0
"LAG3",0
"LAGE-2",0
"LAGE3",0
"LAIR1",0.0785
"LAIR1",-0.6126
"LAIR2",0
"LAK1",0
"LALBA",0
"LALP1",0
"LAMA1",0
"LAMA2",0.3037
"LAMA3",0.2555
"LAMA3",-0.4278
"LAMA4",-0.1476
"LAMA4*-1",0
"LAMA5",0
"LAMB1",0
"LAMB2",0
"LAMB3",-0.4034
"LAMB4",0
"LAMC1",0
"LAMC2",0
"LAMC3",0
"LAMP1",-0.2039
"LAMP1",-1.787
"LAMP2",-1.5748
"LAMP3",0
"LAMP5",0
"LAMTOR1",0
"LAMTOR2",0
"LAMTOR3",0
"LAMTOR4",0
"LANCL1",-1.2888
"LANCL1",-0.403
"lancl2",0
"LANCL2",-0.6065
"LANCL3",0
"LANGERIN",0
"LAP3",0
"LAPTM4A",-0.1018
"LAPTM4B",0.5309
"LAPTM4B",1.6557
"LAPTM5",-0.0568
"LAPTM5",0.0441
"LARGE",0
"LARGE1",0
"LARGE2",0
"LARP1",0
"LARP1B",0
"LARP4",0
"LARP4B",0
"LARP6",0
"LARP7",0
"LARS",0
"LARS2",0
"LAS1L",-0.0521
"LASP1",0
"LASS2",-3.2127
"LASS3",0.0503
"LASS4",0.3624
"LASS5",-1.2009
"LASS6",-2.1698
"LASS6",-0.5432
"LAT",0
"LAT1-3TM",0
"LAT2",0.4324
"LAT2",0.0903
"LAT2",-0.2771
"LATS1",0
"LATS2",0.2145
"LATS2",1.4719
"LAX1",0
"LAYN",0.9227
"LBC",0
"LBH",5.4222
"LBH",0.5652
"LBP",0
"LBP-9",0
"LBR",-0.3787
"LBX1",-0.5505
"LBX1",-0.1098
"LBX2",-0.5463
"LC27",0
"LCA10",0
"LCA5",0
"LCA5L",0
"LCAT",0
"LCB2",0
"LCE1A",-0.1331
"LCE1A",-0.1413
"LCE1B",0.0948
"LCE1C",-0.4104
"LCE1D",-0.489
"LCE1E",0.0849
"LCE1F",0.2469
"LCE2A",2.9777
"LCE2B",-0.1705
"LCE2B",-0.0824
"LCE2C",-0.2086
"LCE2C",-0.1493
"LCE2D",-2.4948
"LCE3A",-0.0652
"LCE3B",0.0352
"LCE3C",0.2083
"LCE3D",2.0824
"LCE3E",-0.6406
"LCE4A",-0.513
"LCE5A",-0.6224
"LCE6A",0
"LCK",0
"LCLAT1",0
"LCMT1",-0.2834
"LCMT2",-0.3193
"LCN1",0
"LCN10",0
"LCN12",0
"LCN15",0
"LCN2",0
"LCN6",0
"LCN8",0
"LCN9",0
"LCNL1",0
"LCOR",0.7193
"LCOR",0.4637
"LCORL",0.2382
"LCORL",0.0426
"LCORL",-0.1432
"LCP",0
"LCP1",-0.656
"LCP2",0
"LCT",0
"LCTL",0
"LDAH",0
"LDB1",-0.2787
"LDB2",0
"LDB3",0
"LDHA",0.1857
"LDHA",0.8844
"LDHA",-0.017
"LDHAL6A",0
"LDHAL6B",0
"LDHB",0
"LDHC",-0.3835
"LDHD",0
"LDLR",-0.548
"LDLR",-0.0599
"LDLR-FUT",0
"LDLRAD1",0
"LDLRAD2",0
"LDLRAD3",0
"LDLRAD4",0
"LDLRAP1",0
"LDOC1",0
"LDOC1L",0
"LEAP-1",0
"LEAP2",0
"LEC3",0
"LECT1",0
"LECT2",0
"LEF1",0.09
"LEF1",0.5756
"LEFTY1",0
"LEFTY2",0
"LEKR1",0
"LELP1",-0.1392
"LEMD1",0
"LEMD2",0
"LEMD3",0
"LENEP",0
"LENG1",0
"LENG5",0
"LENG8",0
"LENG9",0
"LEO1",0.4149
"LEP",0
"LEP503",0
"LEPR",0
"LEPREL1",0
"LEPREL2",0
"LEPROT",0
"LEPROTL1",0
"LETM1",0
"LETM2",0
"LETMD1",0
"LEUTX",0
"LFNG",0
"LGALS1",-0.2438
"LGALS12",0
"LGALS13",0
"LGALS14",0
"LGALS16",0
"LGALS2",0
"LGALS3",0
"LGALS3BP",0
"LGALS4",0
"LGALS7",-0.0845
"LGALS7B",0
"LGALS8",0
"LGALS9",-0.0527
"LGALS9B",0
"LGALS9C",0
"LGALSL",0
"LGI1",0
"LGI2",0.0653
"LGI3",0
"LGI4",0
"LGMN",-0.8373
"LGR4",2.0263
"LGR5",0
"LGR6",0
"LGS",0
"LGSN",0
"LGTN",-2.3067
"LHB",0
"LHCGR",0
"LHFP",0
"LHFPL1",0
"LHFPL2",0.3116
"LHFPL2",-0.1219
"LHFPL3",0
"LHFPL4",0
"LHFPL5",0
"LHPP",-0.1305
"LHPP",-0.2986
"LHX1",-3.9682
"LHX2",-0.2706
"LHX3",0.0802
"LHX4",0.0814
"LHX5",0.1075
"LHX6",0.0399
"LHX6",0.0582
"LHX8",0
"LHX9",-0.295
"LIAS",0
"LIBC",0
"LIECG3",0
"LIF",0.7564
"LIF",-0.4614
"LIFR",0
"lig-1",0
"LIG1",0
"LIG3",0
"LIG4",0
"LILI0.0",0
"LILRA1",0
"LILRA2",0
"LILRA3",0
"LILRA4",0
"LILRA5",0
"LILRB1",0
"LILRB2",0
"LILRB3",0
"LILRB4",-0.0716
"LILRB5",0
"LIM2",0
"LIMA1",0
"LIMCH1",0
"LIMD1",-0.1512
"LIMD1-AS1",0
"LIMD2",0
"LIME1",0
"LIMK1",0
"LIMK2",0
"LIMS1",-0.8887
"LIMS2",0
"LIMS3",0.1409
"LIN-7-C",0
"LIN-7B",0
"LIN28A",0
"LIN28B",0.1918
"LIN28B",0.109
"LIN37",0
"LIN52",0
"LIN54",0
"LIN7A",0
"LIN7B",0
"LIN7C",0
"LIN9",0
"LINC00094",0
"LINC00113",0
"LINC00174",0
"LINC00208",0
"LINC00242",0
"LINC00268",0
"LINC00340",0
"LINC00474",0
"LINC00476",0
"LINC00525",0
"LINC00529",0
"LINC00537",0
"LINC00568",0
"LINC00707",0
"LINC00889",0
"LINC00963",0
"LINC00965",0
"LINC00998",0
"LINC01000",0
"LINC01001",0
"LINC01002",0
"LINC01287",0
"LINC01446",0
"LINC01503",0
"LINC01558",0
"LINC01560",0
"LINC01602",0
"LINGO1",0
"LINGO2",0
"LINGO3",0
"LINGO4",0
"LIPA",-0.2679
"LIPC",0
"LIPE",0
"LIPF",0
"LIPG",-1.8333
"LIPG",-1.0708
"LIPH",0.1185
"LIPI",0
"LIPJ",0
"LIPK",0
"LIPM",0
"LIPN",0
"LIPT1",0
"LIPT2",0
"LIR-6",0
"LIS1",0
"LISCH7",0
"LITAF",-1.2206
"LIVIN",0
"LIX1",0
"LIX1L",-0.4667
"LLGL2",-0.2781
"LLGL2",3.0508
"LLPH",0
"LLT1",0
"LMAN1",0
"LMAN1L",0
"LMAN2",0.7587
"LMAN2",0.4119
"LMAN2L",-2.6423
"LMBR1",0.3746
"LMBR1",-0.3587
"LMBR1L",0
"LMBRD1",0
"LMBRD2",0
"LMCD1",-0.5023
"LMF1",0
"LMF2",0
"LMLN",0
"LM0.0",0
"LMNB1",0
"LMNB2",0
"LMNTD1",0
"LMNTD2",0
"LMO1",0
"LMO2",0.1181
"LMO3",0.092
"LMO4",-1.3432
"LMO6",-0.2645
"LMO7",-1.1229
"LMO7",0.2014
"LMO7DN",0
"LMOD1",0
"LMOD2",0
"LMOD3",0
"LMP7",0
"LMTK2",0
"LMX1A",0.0124
"LMX1B",-0.1842
"LNP1",0
"LNPEP",0
"LNPK",0
"LNX1",0
"LNX2",-0.2905
"LNX2",-0.7903
"LOC100093631",0
"LOC100125556",0
"LOC100127891",0
"LOC100127955",0
"LOC100128108",0
"LOC100128364",0
"LOC100128439",0
"LOC100128653",0
"LOC100128737",0
"LOC100128760",0
"LOC100129034",0
"LOC100129113",0
"LOC100129406",0
"LOC100129484",0
"LOC100129785",0
"LOC100130401",0
"LOC100130433",0
"LOC100130916",0
"LOC100130967",0
"LOC100130987",0
"LOC100131053",0
"LOC100131138",0
"LOC100131316",0
"LOC100131581",0
"LOC100131601",0
"LOC100131642",0
"LOC100131998",0
"LOC100132167",0
"LOC100132240",0
"LOC100132247",0
"LOC100133019",0
"LOC100133050",0
"LOC100133091",0
"LOC100133161",0
"LOC100133920",0
"LOC100134713",0
"LOC100134822",0
"LOC100170939",0
"LOC100190986",0
"LOC100233156",0
"LOC100272216",0
"LOC100287036",0
"LOC100287049",0
"LOC100287064",0
"LOC100287081",0
"LOC100287572",0
"LOC100287593",0
"LOC100287628",0
"LOC100287728",0
"LOC100287896",0
"LOC100287911",0
"LOC100288165",0
"LOC100288215",0
"LOC100288315",0
"LOC100288367",0
"LOC100288413",0
"LOC100288418",0
"LOC100288570",0
"LOC100288583",0
"LOC100288860",0
"LOC100288933",0
"LOC100289058",0
"LOC100289399",0
"LOC100289574",0
"LOC100289949",0
"LOC100290355",0
"LOC100290973",0
"LOC100291797",0
"LOC100292101",0
"LOC100292160",0
"LOC100293090",0
"LOC100293390",0
"LOC100293611",0
"LOC100419773",0
"LOC100505501",0
"LOC100506422",0
"LOC100506557",0
"LOC100996643",0
"LOC101930026",0
"LOC101930332",0
"LOC102723566",0
"LOC102723701",0
"LOC102724237",0
"LOC102724238",0
"LOC102725035",0
"LOC102725253",0
"LOC105371397",0
"LOC105373297",0
"LOC105375299",0
"LOC105375802",0
"LOC105376204",0
"LOC105377221",0
"LOC105377774",0
"LOC105377802",0
"LOC123688",0.088
"LOC124976",-0.5314
"LOC124976",-1.6651
"LOC128977",0.2919
"LOC128977",0.9541
"LOC144233",-1.0279
"LOC146909",-1.0142
"LOC147804",-0.7439
"LOC149501",0
"LOC150223",-0.0042
"LOC150759",0
"LOC151009",0
"LOC151438",0
"LOC151878",0
"LOC152024",0
"LOC152485",-0.0247
"LOC152719",0.1734
"LOC153222",0.079
"LOC153346",-0.8452
"LOC157273",0
"LOC157562",0
"LOC157740",0
"LOC161635",-3.3741
"LOC163233",0.0459
"LOC200312",-0.2723
"LOC200312",0.4494
"LOC202181",-0.2903
"LOC204010",-0.0243
"LOC221442",0
"LOC222699",0
"LOC253981",-0.1394
"LOC257396",0
"LOC25845",0
"LOC283152",0.0301
"LOC283174",0
"LOC283481",0
"LOC283537",0.0974
"LOC283537",-0.1762
"LOC283663",0
"LOC283666",0.4364
"LOC283711",0
"LOC283788",0
"LOC284033",0
"LOC284112",0
"LOC284371",-0.1612
"LOC284454",0
"LOC284570",0
"LOC285016",0.23
"LOC285033",0
"LOC285074",-1.4177
"LOC285074",-0.6604
"LOC285813",0.6117
"LOC286359",0
"LOC338328",-0.7542
"LOC338620",0
"LOC338756",0
"LOC339229",-0.3259
"LOC339240",0
"LOC339344",0.0402
"LOC339344",-0.5742
"LOC340888",0
"LOC342900",-0.0834
"LOC344167",-0.022
"LOC344887",0
"LOC349114",0
"LOC375295",0
"LOC375449",0.7422
"LOC387763",0
"LOC388242",0
"LOC388630",0
"LOC388796",0
"LOC388820",0
"LOC389705",0
"LOC389765",0
"LOC389842",0
"LOC389895",0
"LOC390424",0
"LOC390595",0
"LOC390705",0
"LOC390940",0
"LOC392288",0
"LOC392364",0
"LOC400043",0
"LOC400573",0
