"Gene","SMAD4"
"KIAA1604",0
"KIAA1605",0
"KIAA1608",0
"KIAA1609",0.1319
"KIAA1612",0
"KIAA1613",0
"KIAA1614",0
"KIAA1616",0
"KIAA1618",1.0175
"KIAA1619",0
"KIAA1620",0
"KIAA1621",0
"KIAA1622",-0.2782
"KIAA1622",-0.0188
"KIAA1623",0
"KIAA1624",0
"KIAA1625",0
"KIAA1627",0
"KIAA1628",0
"KIAA1630",0
"KIAA1632",-0.411
"KIAA1632",0.0961
"KIAA1637",0
"KIAA1638",0
"KIAA1639",0
"KIAA1640",0
"KIAA1641",0
"KIAA1642",0
"KIAA1643",0
"KIAA1644",0
"KIAA1645",0
"KIAA1647",0
"KIAA1649",0
"KIAA1651",0
"KIAA1652",0
"KIAA1653",0
"KIAA1654",0
"KIAA1655",0.3799
"KIAA1656",0
"KIAA1657",0
"KIAA1659",0
"KIAA1660",0
"KIAA1661",0
"KIAA1663",0
"KIAA1665",0
"KIAA1666",-0.2104
"KIAA1666",0.2358
"KIAA1669",0
"KIAA1671",0
"KIAA1672",0
"KIAA1679",0
"KIAA1680",0
"KIAA1683",0
"KIAA1688",0.0445
"KIAA1690",0
"KIAA1692",0
"KIAA1693",0
"KIAA1695",0
"KIAA1699",0
"KIAA1700",0
"KIAA1702",0
"KIAA1703",0
"KIAA1704",0
"KIAA1706",0.1953
"KIAA1708",0
"KIAA1710",0
"KIAA1712",0
"KIAA1713",4e-04
"KIAA1713",0.0161
"KIAA1716",0
"KIAA1718",-0.2185
"KIAA1719",0
"KIAA1724",0
"KIAA1726",0
"KIAA1727",-0.3825
"KIAA1728",0
"KIAA1729",-0.7927
"KIAA1729",-2.2379
"KIAA1731",0.3428
"KIAA1731",0.0265
"KIAA1736",0
"KIAA1740",0
"KIAA1742",0
"KIAA1743",0
"KIAA1749",0
"KIAA1751",0.1082
"KIAA1754L",0.1127
"KIAA1755",0
"KIAA1758",0
"KIAA1761",0
"KIAA1763",0
"KIAA1765",0
"KIAA1768",0
"KIAA1772",-0.1031
"KIAA1794",0.6026
"KIAA1794",-0.7429
"KIAA1794",-1.1883
"KIAA1822",-0.5792
"KIAA1822",-0.4859
"KIAA1841",-0.2057
"KIAA1841",-0.291
"KIAA1856",-0.0975
"KIAA1881",0.0839
"KIAA1913",0.7617
"KIAA1914",0.3308
"KIAA1914",0.0304
"KIAA1919",0
"KIAA1920",0.0135
"KIAA1946",-0.1904
"KIAA1946",-0.058
"KIAA1949",-0.4457
"KIAA1958",0
"KIAA2013",-0.0579
"KIAA2013",0.1767
"KIAA2013",-0.2853
"KIAA2018",-0.2679
"KIAA2018",-0.0121
"KIAA2022",0
"KIAA2026",0
"KIAA9001",0
"KIDINS220",0
"KIF11",0
"KIF12",0
"KIF13A",0
"KIF13B",0
"KIF14",0
"KIF15",0
"KIF16B",0
"KIF17",0
"KIF18A",0
"KIF18B",0
"KIF19",0
"KIF1A",0.1321
"KIF1A",-0.2195
"KIF1B",0
"KIF1BP",0
"KIF1C",0
"KIF20A",-0.1209
"KIF20B",0
"KIF21A",0
"KIF21B",0
"KIF22",0
"KIF23",-0.0026
"KIF24",0.1856
"KIF25",0
"KIF25-AS1",0
"KIF26A",0.253
"KIF26B",0
"KIF27",0.1502
"KIF27",0.0684
"KIF2A",0
"KIF2B",0
"KIF2C",0
"KIF3A",0
"KIF3B",0
"KIF3C",0
"KIF4A",0
"KIF4B",0
"KIF5A",-0.4668
"KIF5B",-0.7376
"KIF5C",0
"KIF6",0
"KIF7",0
"KIF9",0
"KIFAP3",0.7445
"KIFC1",0
"KIFC2",0
"KIFC3",0.048
"KIN",0
"KIN13A",0
"KIN27",0
"kinectin",0
"KIR-123FM",0
"Kir1.3",0
"KIR2DL1",0
"KIR2DL2",0
"KIR2DL3",0
"KIR2DL4",0.0346
"KIR2DL4",0.5171
"KIR2DL5.3",0
"KIR2DL5B",0
"KIR2DS1",0
"KIR2DS2",0
"KIR2DS3",0
"KIR2DS4",0
"KIR2DS5",0
"KIR3DL1",0.2642
"KIR3DL2",0
"KIR3DS1",0
"Kir7.1",0
"KIRREL",0.4925
"KIRREL2",0.1787
"KIRREL2",0.088
"KIRREL3",0
"KISS1",-0.644
"KISS1R",-2.4063
"KIT",0
"KITLG",0.0771
"KITLG",0.1455
"KITLG",2.2195
"KIZ",0
"KKLF",0
"KL",-0.211
"KLB",0
"KLC1",0
"KLC2",0
"KLC3",0
"KLC4",0
"KLF1",0.1767
"KLF10",2.8507
"KLF11",0.298
"KLF11",0.1767
"KLF12",-0.3204
"KLF13",0.1017
"KLF13",-0.0326
"KLF14",0.1002
"KLF15",0.5331
"KLF15",0.1748
"KLF16",-0.5418
"KLF16",0.0366
"KLF17",-0.0378
"KLF2",0.269
"KLF2",-0.0874
"KLF3",-0.1838
"KLF3",0.3468
"KLF4",-2.3932
"KLF5",1.2992
"KLF5",0.1833
"KLF6",-0.478
"KLF6",0.1428
"KLF7",-0.1455
"KLF8",-0.3318
"KLF8",-0.1721
"KLF9",-0.4553
"KLHDC1",-0.0327
"KLHDC1",-0.2237
"KLHDC10",0
"KLHDC2",-0.053
"KLHDC3",0.4522
"KLHDC3",0.384
"KLHDC4",0
"KLHDC5",0.0383
"KLHDC5",-0.172
"KLHDC7A",0
"KLHDC7B",0
"KLHDC8A",0
"KLHDC8B",-0.4753
"KLHDC8B",-0.6043
"KLHDC9",0
"KLHL1",0
"KLHL10",0
"KLHL11",-0.0068
"KLHL12",-0.5136
"KLHL12",-0.2408
"KLHL12",-0.1221
"KLHL13",-0.2291
"KLHL14",-0.0931
"KLHL15",0.0184
"KLHL15",0.3081
"KLHL15",0.3318
"KLHL17",0
"KLHL18",0
"KLHL2",0
"KLHL20",0.1044
"KLHL20",-0.0791
"KLHL21",-0.2562
"KLHL21",0.2887
"KLHL22",0
"KLHL23",0
"KLHL24",0.0647
"KLHL25",0
"KLHL26",0
"KLHL28",0
"KLHL29",0
"KLHL3",0
"KLHL30",0
"KLHL31",0
"KLHL32",0
"KLHL33",0
"KLHL34",0
"KLHL36",0
"KLHL38",0
"KLHL4",0.1691
"KLHL4",0.0626
"KLHL40",0
"KLHL41",0
"KLHL42",0
"KLHL5",0
"KLHL6",0
"KLHL7",-0.5797
"KLHL7",-0.6162
"KLHL8",0.0171
"KLHL8",0.4257
"KLHL9",0.161
"KLHL9",0.1133
"KLK1",0
"KLK10",0.2016
"KLK10",0.0042
"KLK11",0.2937
"KLK12",0
"KLK13",0
"KLK14",0
"KLK15",-0.0509
"KLK15",0.6757
"KLK2",0
"KLK3",0
"KLK4",-1.0887
"KLK5",0.5613
"KLK6",0
"KLK7",1.0318
"KLK8",0.0572
"KLK9",0
"KLKB1",0
"KLLN",0
"KLRA1",0
"KLRAQ1",0
"KLRB1",0
"KLRC1",0
"KLRC2",0
"KLRC3",0
"KLRC4",0
"KLRD1",0
"KLRF1",0
"KLRF2",0
"KLRG1",0
"KLRG2",0
"KMO",0.0089
"KMO",-0.3009
"KMT2A",0
"KMT2B",0
"KMT2C",0
"KMT2D",0
"KMT2E",0
"KMT5B",0
"KMT5C",0
"KNDC1",0
"KNG1",0
"KNL1",0
"KNOP1",0
"KNP-I",0
"KNS2",0.0459
"KNS2",0.5169
"KNSL3",0
"KNSTRN",0
"KNTC1",0.2797
"kop",0
"Kox1",0
"KPL1",0
"KP0.01",0
"KP0.02",-0.0544
"KP0.03",-0.1913
"KP0.04",0
"KP0.06",0
"KP0.07",0
"KPNB1",-0.2802
"KPNB1",-0.2957
"KPNB2",0
"KPNB3",0
"KPRP",0
"KPTN",0
"KRAS",0.4634
"KRAS",-0.0044
"KRBA1",0
"KRBA2",0
"KRBOX1",0
"KRBOX4",0
"KRCC1",0.2989
"kremen",0
"KREMEN1",0
"KREMEN2",0
"KRI1",0
"KRIT1",0
"KRML",0
"KRN1",0
"KRR1",-0.575
"KRR1",0.211
"KRT1",-0.2649
"KRT10",-0.1365
"KRT12",0.0222
"KRT13",0.4395
"KRT14",-0.0452
"KRT15",0.1071
"KRT16",0.1127
"KRT16",0.0434
"KRT16A",0
"KRT17",0.0048
"KRT18",0.205
"KRT18",0.1846
"KRT18",0.1547
"KRT19",0.8258
"KRT2",0.2805
"KRT20",0.1728
"KRT222",0
"KRT23",1.5952
"KRT24",0.0299
"KRT25",0.1429
"KRT26",-0.0556
"KRT27",0.5249
"KRT28",0.0653
"KRT2A",0
"KRT3",1.1408
"KRT31",1.3601
"KRT32",-0.3807
"KRT33A",-0.0959
"KRT33B",-0.0579
"KRT34",0.6576
"KRT35",-0.6831
"KRT36",0.2238
"KRT37",0.1298
"KRT38",0.0055
"KRT38",-0.5407
"KRT39",0
"KRT4",0.3724
"KRT40",-0.0057
"KRT5",-0.0123
"KRT6A",0
"KRT6B",-0.0131
"KRT6C",-0.0135
"KRT6E",0.0169
"KRT6F",0
"KRT6L",0.2685
"KRT7",0.8002
"KRT71",-0.4366
"KRT72",-0.3603
"KRT73",0.0227
"KRT74",0.1577
"KRT75",-0.0351
"KRT76",-0.3762
"KRT77",0.0108
"KRT77",-0.2598
"KRT78",-0.3774
"KRT79",0
"KRT8",-1.3651
"KRT8",0.38
"KRT80",-1.9775
"KRT80",-0.7507
"KRT81",-0.3367
"KRT82",-0.2862
"KRT83",-0.6226
"KRT84",0
"KRT85",-0.663
"KRT86",0.2283
"KRT8P11",0
"KRT9",-0.8694
"KRTAP1-1",0.125
"KRTAP1-1",-0.0176
"KRTAP1-3",-0.1026
"KRTAP1-3",0.0238
"KRTAP1-4",0
"KRTAP1-5",-0.3775
"KRTAP1.1",0
"KRTAP1.3",0
"KRTAP1.5",0
"KRTAP10-1",0
"KRTAP10-10",1.4031
"KRTAP10-11",0
"KRTAP10-12",0
"KRTAP10-2",0
"KRTAP10-3",0
"KRTAP10-6",0
"KRTAP10-8",0
"KRTAP10-9",0
"KRTAP11-1",-0.8661
"KRTAP12-1",0.3375
"KRTAP12-2",-0.1071
"KRTAP12-3",0
"KRTAP12-4",0
"KRTAP13-1",-0.6565
"KRTAP13-2",-0.389
"KRTAP13-3",-0.1622
"KRTAP13-4",-0.7636
"KRTAP15-1",-0.3616
"KRTAP16-1",0
"KRTAP16.1",0
"KRTAP17-1",0.4147
"KRTAP19-1",-0.6528
"KRTAP19-1",-0.4404
"KRTAP19-1",0.3226
"KRTAP19-2",0
"KRTAP19-3",0
"KRTAP19-4",0
"KRTAP19-5",0
"KRTAP19-6",0
"KRTAP19-7",0
"KRTAP19-8",0
"KRTAP2-1",-1.042
"KRTAP2-2",0
"KRTAP2-4",-0.0512
"KRTAP2-4",0.261
"KRTAP2.1A",0
"KRTAP2.1B",0
"KRTAP20-1",0
"KRTAP20-2",0
"KRTAP20-3",0
"KRTAP21-1",0
"KRTAP21-2",0
"KRTAP21-3",0
"KRTAP22-1",0
"KRTAP22-2",0
"KRTAP23-1",0
"KRTAP24-1",0
"KRTAP25-1",0
"KRTAP26-1",0
"KRTAP27-1",0
"KRTAP29-1",0
"KRTAP3-1",-0.5238
"KRTAP3-2",-0.3945
"KRTAP3-3",-0.0779
"KRTAP3.1",0
"KRTAP3.2",0
"KRTAP3.3",0
"KRTAP4-10",0.0052
"KRTAP4-10",-0.5365
"KRTAP4-11",0
"KRTAP4-12",0.226
"KRTAP4-14",-1.0262
"KRTAP4-2",0.4003
"KRTAP4-3",0.0107
"KRTAP4-4",0.0053
"KRTAP4-5",0.2872
"KRTAP4-7",-0.0185
"KRTAP4-8",0
"KRTAP4-9",0
"KRTAP4.10",0
"KRTAP4.13",0
"KRTAP4.14",0
"KRTAP4.15",0
"KRTAP4.2",0
"KRTAP4.3",0
"KRTAP4.5",0
"KRTAP4.7",0
"KRTAP4.8",0
"KRTAP4.9",0
"KRTAP5-1",0
"KRTAP5-10",0
"KRTAP5-11",0
"KRTAP5-2",0
"KRTAP5-3",0
"KRTAP5-4",0
"KRTAP5-5",0
"KRTAP5-6",0
"KRTAP5-7",0
"KRTAP5-8",0
"KRTAP5-9",0.3241
"KRTAP6-1",0
"KRTAP6-2",0
"KRTAP6-3",0.0071
"KRTAP7-1",0.0821
"KRTAP8-1",0.3523
"KRTAP9-1",0
"KRTAP9-2",-0.6115
"KRTAP9-3",0.0964
"KRTAP9-4",0.0081
"KRTAP9-6",0
"KRTAP9-7",0
"KRTAP9-8",0
"KRTAP9.2",0
"KRTAP9.3",0
"KRTAP9.4",0
"KRTAP9.8",0
"KRTAP9.9",0
"KRTCAP2",0
"KRTCAP3",0
"KRTDAP",0
"KRTHA1",0
"KRTHA2",0
"KRTHA3A",0
"KRTHA3B",0
"KRTHA4",0
"KRTHA6",0
"KRTHA7",0
"KRTHA8",0
"KRTHB1",0
"KRTHB3",0
"KRTHB5",0
"KSR1",0
"KTI12",0
"KTN1",-0.2339
"Kv4.3",0
"KV8.1",0
"KXD1",0
"KY",0.0375
"KYAT1",0
"KYAT3",0
"KYNU",0
"L021366",0
"L021977",0
"L022316",0
"L031588",0
"L049226",0
"L049261",0
"L049370",0
"L049924",0
"L049942",0
"L050147",0
"L050166",0
"L050297",0
"L080214",0
"L080220",0
"L096714",0
"L096779",0
"L109698",0
"L13",0
"L17326",0
"L1CAM",0
"L1TD1",0
"L2DTL",0
"L2HGDH",0
"L30",0
"L3HYPDH",0
"L3MBTL1",0
"L3MBTL2",-0.1278
"L3MBTL2",-1.4196
"L3MBTL3",0.1212
"L3MBTL3",0.1809
"L3MBTL4",-0.007
"L40520",0
"L6",0
"LA0024A",0
"LACC1",0
"LACE1",0
"LACRT",0
"LACS2",0
"LACS5",0
"LACTB",0
"LACTB2",0
"LAD1",0
"LAG3",0
"LAGE-2",0
"LAGE3",0
"LAIR1",0.2562
"LAIR1",-0.7517
"LAIR2",0
"LAK1",0
"LALBA",0
"LALP1",0
"LAMA1",0
"LAMA2",-0.3616
"LAMA3",-1.1978
"LAMA3",0.3103
"LAMA4",-0.1977
"LAMA4*-1",0
"LAMA5",0
"LAMB1",0
"LAMB2",0
"LAMB3",-0.0298
"LAMB4",0
"LAMC1",0
"LAMC2",0
"LAMC3",0
"LAMP1",-0.0766
"LAMP1",-0.5065
"LAMP2",0.8492
"LAMP3",0
"LAMP5",0
"LAMTOR1",0
"LAMTOR2",0
"LAMTOR3",0
"LAMTOR4",0
"LANCL1",0.427
"LANCL1",0.0704
"lancl2",0
"LANCL2",-0.289
"LANCL3",0
"LANGERIN",0
"LAP3",0
"LAPTM4A",-0.0125
"LAPTM4B",-0.001
"LAPTM4B",-2.3267
"LAPTM5",0.0594
"LAPTM5",0.5279
"LARGE",0
"LARGE1",0
"LARGE2",0
"LARP1",0
"LARP1B",0
"LARP4",0
"LARP4B",0
"LARP6",0
"LARP7",0
"LARS",0
"LARS2",0
"LAS1L",-0.2343
"LASP1",0
"LASS2",0.1454
"LASS3",-0.4657
"LASS4",-0.0382
"LASS5",-0.3549
"LASS6",-0.4302
"LASS6",-0.0625
"LAT",0
"LAT1-3TM",0
"LAT2",0.1805
"LAT2",-0.0193
"LAT2",-0.247
"LATS1",0
"LATS2",0.1054
"LATS2",-0.5284
"LAX1",0
"LAYN",-0.6393
"LBC",0
"LBH",3.6141
"LBH",-0.7686
"LBP",0
"LBP-9",0
"LBR",-0.2187
"LBX1",-0.362
"LBX1",0.0798
"LBX2",-0.6561
"LC27",0
"LCA10",0
"LCA5",0
"LCA5L",0
"LCAT",0
"LCB2",0
"LCE1A",0.0789
"LCE1A",-0.0483
"LCE1B",0.0054
"LCE1C",-0.1528
"LCE1D",-0.3093
"LCE1E",0.1963
"LCE1F",0.7036
"LCE2A",-0.1478
"LCE2B",1.1421
"LCE2B",0.8178
"LCE2C",0.7195
"LCE2C",0.3305
"LCE2D",2.3745
"LCE3A",-0.2661
"LCE3B",0.1198
"LCE3C",-0.0705
"LCE3D",0.7869
"LCE3E",0.14
"LCE4A",-0.7014
"LCE5A",-0.4715
"LCE6A",0
"LCK",0
"LCLAT1",0
"LCMT1",0.1177
"LCMT2",0.364
"LCN1",0
"LCN10",0
"LCN12",0
"LCN15",0
"LCN2",0
"LCN6",0
"LCN8",0
"LCN9",0
"LCNL1",0
"LCOR",-0.3486
"LCOR",-0.1643
"LCORL",-0.2049
"LCORL",-0.0662
"LCORL",0.0304
"LCP",0
"LCP1",-1.4338
"LCP2",0
"LCT",0
"LCTL",0
"LDAH",0
"LDB1",0.415
"LDB2",0
"LDB3",0
"LDHA",0.026
"LDHA",0.2287
"LDHA",-0.0785
"LDHAL6A",0
"LDHAL6B",0
"LDHB",0
"LDHC",0.4877
"LDHD",0
"LDLR",-2.7871
"LDLR",-0.0507
"LDLR-FUT",0
"LDLRAD1",0
"LDLRAD2",0
"LDLRAD3",0
"LDLRAD4",0
"LDLRAP1",0
"LDOC1",0
"LDOC1L",0
"LEAP-1",0
"LEAP2",0
"LEC3",0
"LECT1",0
"LECT2",0
"LEF1",0.1175
"LEF1",1.6372
"LEFTY1",0
"LEFTY2",0
"LEKR1",0
"LELP1",-0.258
"LEMD1",0
"LEMD2",0
"LEMD3",0
"LENEP",0
"LENG1",0
"LENG5",0
"LENG8",0
"LENG9",0
"LEO1",0.0109
"LEP",0
"LEP503",0
"LEPR",0
"LEPREL1",0
"LEPREL2",0
"LEPROT",0
"LEPROTL1",0
"LETM1",0
"LETM2",0
"LETMD1",0
"LEUTX",0
"LFNG",0
"LGALS1",-0.0231
"LGALS12",0
"LGALS13",0
"LGALS14",0
"LGALS16",0
"LGALS2",0
"LGALS3",0
"LGALS3BP",0
"LGALS4",0
"LGALS7",-0.2494
"LGALS7B",0
"LGALS8",0
"LGALS9",0.5511
"LGALS9B",0
"LGALS9C",0
"LGALSL",0
"LGI1",0
"LGI2",0.3136
"LGI3",0
"LGI4",0
"LGMN",-0.1398
"LGR4",0.4029
"LGR5",0
"LGR6",0
"LGS",0
"LGSN",0
"LGTN",0.1671
"LHB",0
"LHCGR",0
"LHFP",0
"LHFPL1",0
"LHFPL2",-0.5329
"LHFPL2",0.2111
"LHFPL3",0
"LHFPL4",0
"LHFPL5",0
"LHPP",-0.9024
"LHPP",0.7424
"LHX1",1.4058
"LHX2",-0.0032
"LHX3",0.0138
"LHX4",0.0175
"LHX5",0.0014
"LHX6",0.3432
"LHX6",-0.0197
"LHX8",0
"LHX9",-0.1035
"LIAS",0
"LIBC",0
"LIECG3",0
"LIF",-0.2866
"LIF",-0.4445
"LIFR",0
"lig-1",0
"LIG1",0
"LIG3",0
"LIG4",0
"LILI0.0",0
"LILRA1",0
"LILRA2",0
"LILRA3",0
"LILRA4",0
"LILRA5",0
"LILRB1",0
"LILRB2",0
"LILRB3",0
"LILRB4",0.1548
"LILRB5",0
"LIM2",0
"LIMA1",0
"LIMCH1",0
"LIMD1",-0.0905
"LIMD1-AS1",0
"LIMD2",0
"LIME1",0
"LIMK1",0
"LIMK2",0
"LIMS1",-0.2979
"LIMS2",0
"LIMS3",-0.1785
"LIN-7-C",0
"LIN-7B",0
"LIN28A",0
"LIN28B",0.0217
"LIN28B",0.0153
"LIN37",0
"LIN52",0
"LIN54",0
"LIN7A",0
"LIN7B",0
"LIN7C",0
"LIN9",0
"LINC00094",0
"LINC00113",0
"LINC00174",0
"LINC00208",0
"LINC00242",0
"LINC00268",0
"LINC00340",0
"LINC00474",0
"LINC00476",0
"LINC00525",0
"LINC00529",0
"LINC00537",0
"LINC00568",0
"LINC00707",0
"LINC00889",0
"LINC00963",0
"LINC00965",0
"LINC00998",0
"LINC01000",0
"LINC01001",0
"LINC01002",0
"LINC01287",0
"LINC01446",0
"LINC01503",0
"LINC01558",0
"LINC01560",0
"LINC01602",0
"LINGO1",0
"LINGO2",0
"LINGO3",0
"LINGO4",0
"LIPA",0.1933
"LIPC",0
"LIPE",0
"LIPF",0
"LIPG",1.0658
"LIPG",2.9701
"LIPH",-0.8217
"LIPI",0
"LIPJ",0
"LIPK",0
"LIPM",0
"LIPN",0
"LIPT1",0
"LIPT2",0
"LIR-6",0
"LIS1",0
"LISCH7",0
"LITAF",-1.097
"LIVIN",0
"LIX1",0
"LIX1L",0.0089
"LLGL2",3.6704
"LLGL2",-6.7616
"LLPH",0
"LLT1",0
"LMAN1",0
"LMAN1L",0
"LMAN2",0.0056
"LMAN2",-0.1666
"LMAN2L",1.2552
"LMBR1",-0.2077
"LMBR1",-0.4807
"LMBR1L",0
"LMBRD1",0
"LMBRD2",0
"LMCD1",0.3494
"LMF1",0
"LMF2",0
"LMLN",0
"LM0.0",0
"LMNB1",0
"LMNB2",0
"LMNTD1",0
"LMNTD2",0
"LMO1",0
"LMO2",0.0383
"LMO3",0.0035
"LMO4",1.33
"LMO6",0.1387
"LMO7",0.18
"LMO7",-4.3618
"LMO7DN",0
"LMOD1",0
"LMOD2",0
"LMOD3",0
"LMP7",0
"LMTK2",0
"LMX1A",-0.2545
"LMX1B",-0.0407
"LNP1",0
"LNPEP",0
"LNPK",0
"LNX1",0
"LNX2",-0.0626
"LNX2",-1.5008
"LOC100093631",0
"LOC100125556",0
"LOC100127891",0
"LOC100127955",0
"LOC100128108",0
"LOC100128364",0
"LOC100128439",0
"LOC100128653",0
"LOC100128737",0
"LOC100128760",0
"LOC100129034",0
"LOC100129113",0
"LOC100129406",0
"LOC100129484",0
"LOC100129785",0
"LOC100130401",0
"LOC100130433",0
"LOC100130916",0
"LOC100130967",0
"LOC100130987",0
"LOC100131053",0
"LOC100131138",0
"LOC100131316",0
"LOC100131581",0
"LOC100131601",0
"LOC100131642",0
"LOC100131998",0
"LOC100132167",0
"LOC100132240",0
"LOC100132247",0
"LOC100133019",0
"LOC100133050",0
"LOC100133091",0
"LOC100133161",0
"LOC100133920",0
"LOC100134713",0
"LOC100134822",0
"LOC100170939",0
"LOC100190986",0
"LOC100233156",0
"LOC100272216",0
"LOC100287036",0
"LOC100287049",0
"LOC100287064",0
"LOC100287081",0
"LOC100287572",0
"LOC100287593",0
"LOC100287628",0
"LOC100287728",0
"LOC100287896",0
"LOC100287911",0
"LOC100288165",0
"LOC100288215",0
"LOC100288315",0
"LOC100288367",0
"LOC100288413",0
"LOC100288418",0
"LOC100288570",0
"LOC100288583",0
"LOC100288860",0
"LOC100288933",0
"LOC100289058",0
"LOC100289399",0
"LOC100289574",0
"LOC100289949",0
"LOC100290355",0
"LOC100290973",0
"LOC100291797",0
"LOC100292101",0
"LOC100292160",0
"LOC100293090",0
"LOC100293390",0
"LOC100293611",0
"LOC100419773",0
"LOC100505501",0
"LOC100506422",0
"LOC100506557",0
"LOC100996643",0
"LOC101930026",0
"LOC101930332",0
"LOC102723566",0
"LOC102723701",0
"LOC102724237",0
"LOC102724238",0
"LOC102725035",0
"LOC102725253",0
"LOC105371397",0
"LOC105373297",0
"LOC105375299",0
"LOC105375802",0
"LOC105376204",0
"LOC105377221",0
"LOC105377774",0
"LOC105377802",0
"LOC123688",-0.1003
"LOC124976",-0.8185
"LOC124976",0.3232
"LOC128977",-0.0556
"LOC128977",0.1078
"LOC144233",0.9318
"LOC146909",1.7294
"LOC147804",-0.3216
"LOC149501",0
"LOC150223",-0.2189
"LOC150759",0
"LOC151009",0
"LOC151438",0
"LOC151878",0
"LOC152024",0
"LOC152485",-0.1441
"LOC152719",0.1079
"LOC153222",-0.0232
"LOC153346",-0.2979
"LOC157273",0
"LOC157562",0
"LOC157740",0
"LOC161635",-0.5629
"LOC163233",0.0058
"LOC200312",-0.3857
"LOC200312",0.032
"LOC202181",-0.2756
"LOC204010",-0.0348
"LOC221442",0
"LOC222699",0
"LOC253981",-0.6398
"LOC257396",0
"LOC25845",0
"LOC283152",-0.0866
"LOC283174",0
"LOC283481",0
"LOC283537",-0.0522
"LOC283537",-0.2034
"LOC283663",0
"LOC283666",0.1435
"LOC283711",0
"LOC283788",0
"LOC284033",0
"LOC284112",0
"LOC284371",-0.003
"LOC284454",0
"LOC284570",0
"LOC285016",0.0039
"LOC285033",0
"LOC285074",-0.3437
"LOC285074",0.0156
"LOC285813",0.2495
"LOC286359",0
"LOC338328",-0.9063
"LOC338620",0
"LOC338756",0
"LOC339229",-0.1779
"LOC339240",0
"LOC339344",0.0213
"LOC339344",-0.3193
"LOC340888",0
"LOC342900",0.4047
"LOC344167",-0.1331
"LOC344887",0
"LOC349114",0
"LOC375295",0
"LOC375449",0.5773
"LOC387763",0
"LOC388242",0
"LOC388630",0
"LOC388796",0
"LOC388820",0
"LOC389705",0
"LOC389765",0
"LOC389842",0
"LOC389895",0
"LOC390424",0
"LOC390595",0
"LOC390705",0
"LOC390940",0
"LOC392288",0
"LOC392364",0
"LOC400043",0
"LOC400573",0
"LOC400931",0
"LOC400960",0
"LOC400987",0
"LOC401040",0
"LOC401052",0
"LOC401233",-0.0316
"LOC401281",0
"LOC401286",0
"LOC401296",0
"LOC401320",0
"LOC401357",0
"LOC401410",0
"LOC401554",0
"LOC401557",0
"LOC401577",0
"LOC401589",0
"LOC403312",0
"LOC404266",-0.4505
"LOC407835",0
"LOC439990",0
"LOC440104",0.1155
"LOC440104",0.0558
"LOC440173",0
"LOC440288",0
"LOC440335",0
"LOC440577",0
"LOC440839",0
"LOC440896",0
"LOC440900",0
"LOC440917",0
"LOC441178",0
"LOC441239",0
"LOC441242",0
"LOC441245",0
"LOC441268",0
"LOC441294",0
"LOC441383",-0.1862
"LOC441455",0
"LOC441461",0
"LOC441795",0
"LOC442249",0
"LOC442308",0
"LOC442319",-0.3562
"LOC442572",0
"LOC494127",0
"LOC51001",0
"LOC51002",0
"LOC51003",0
"LOC51004",0
"LOC51005",0
"LOC51006",0
"LOC51008",0
"LOC51009",0
"LOC51011",0
"LOC51012",0
"LOC51015",0
"LOC51016",0
"LOC51017",0
"LOC51018",0
"LOC51019",0
"LOC51021",0
"LOC51022",0
"LOC51023",0
"LOC51024",0
"LOC51025",0
"LOC51026",0
"LOC51027",0
"LOC51029",0
"LOC51030",0
"LOC51032",0
"LOC51036",0
"LOC51038",0
"LOC51045",0
"LOC51047",0
"LOC51048",0
"LOC51049",0
"LOC51051",0
"LOC51052",0
"LOC51053",0
"LOC51054",0
"LOC51055",0
"LOC51056",0
"LOC51064",0
"LOC51065",0
"LOC51066",0
"LOC51067",0
"LOC51068",0
"LOC51069",0
"LOC51070",0
"LOC51071",0
"LOC51072",0
"LOC51073",0
"LOC51074",0
"LOC51076",0
"LOC51077",0
"LOC51078",0
"LOC51079",0
"LOC51081",0
"LOC51082",0
"LOC51083",0
"LOC51084",0
"LOC51086",0
"LOC51087",0
"LOC51088",0
"LOC51091",0
"LOC51092",0
"LOC51093",0
"LOC51094",0
"LOC51098",0
"LOC51099",0
"LOC51102",0
"LOC51104",0
"LOC51105",0
"LOC51106",0
"LOC51107",0
"LOC51109",0
"LOC51110",0
"LOC51115",0
"LOC51116",0
"LOC51117",0
"LOC51118",0
"LOC51121",0
"LOC51123",0
"LOC51125",0
"LOC51128",0
"LOC51133",0
"LOC51134",0
"LOC51135",0
"LOC51136",0
"LOC51137",0
"LOC51138",0
"LOC51142",0
"LOC51143",0
"LOC51144",0
"LOC51145",0
"LOC51146",0
"LOC51147",0
"LOC51149",0
"LOC51151",0
"LOC51152",0.0132
"LOC51154",0
"LOC51156",0
"LOC51157",0
"LOC51159",0
"LOC51160",0
"LOC51161",0
"LOC51162",0
"LOC51163",0
"LOC51164",0
"LOC51165",0
"LOC51167",0
"LOC51169",0
"LOC51170",0
"LOC51171",0
"LOC51173",0
"LOC51174",0
"LOC51177",0
"LOC51181",0
"LOC51182",0
"LOC51184",0
"LOC51185",0
"LOC51186",0
"LOC51187",0
"LOC51188",0
"LOC51189",0
"LOC51190",0
"LOC51191",0
"LOC51192",0
"LOC51193",0
"LOC51195",0
"LOC51198",0
"LOC51199",0
"LOC51202",0
"LOC51203",0
"LOC51204",0
"LOC51205",0
